starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 15 14:47:29 2017	1513345649	46	267	314	223
Fri Dec 15 14:45:32 2017	1513345532	46	267	314	223
Fri Dec 15 14:48:05 2017	1513345685	47	266	314	224
Fri Dec 15 14:49:00 2017	1513345740	44	269	314	224
Fri Dec 15 14:46:48 2017	1513345608	46	267	314	223
Fri Dec 15 14:44:59 2017	1513345499	47	267	314	223
Fri Dec 15 14:47:43 2017	1513345663	46	267	314	223
Fri Dec 15 14:44:49 2017	1513345489	47	267	314	222
Fri Dec 15 14:49:21 2017	1513345761	45	268	314	222
Fri Dec 15 14:44:58 2017	1513345498	46	267	314	222
Fri Dec 15 14:45:19 2017	1513345519	44	270	314	220
Fri Dec 15 14:47:40 2017	1513345660	46	268	314	223
Fri Dec 15 14:44:53 2017	1513345493	47	267	314	223
Fri Dec 15 14:46:56 2017	1513345616	46	267	314	223
Fri Dec 15 14:47:48 2017	1513345668	47	267	314	222
Fri Dec 15 14:47:32 2017	1513345652	46	268	314	223
Fri Dec 15 14:46:27 2017	1513345587	47	267	314	223
Fri Dec 15 14:46:44 2017	1513345604	46	268	314	222
Fri Dec 15 14:49:22 2017	1513345762	46	267	314	223
Fri Dec 15 14:47:51 2017	1513345671	47	267	314	222
Fri Dec 15 14:46:48 2017	1513345608	44	270	314	227
Fri Dec 15 14:45:31 2017	1513345531	47	267	314	222
Fri Dec 15 14:46:12 2017	1513345572	46	268	314	223
Fri Dec 15 14:44:30 2017	1513345470	46	268	314	224
Fri Dec 15 14:47:24 2017	1513345644	47	267	314	222
Fri Dec 15 14:47:19 2017	1513345639	46	268	314	222
Fri Dec 15 14:46:24 2017	1513345584	47	267	314	222
Fri Dec 15 14:46:51 2017	1513345611	47	267	314	223
Fri Dec 15 14:46:58 2017	1513345618	47	267	314	222
Fri Dec 15 14:46:16 2017	1513345576	47	266	314	223
Fri Dec 15 14:48:15 2017	1513345695	48	266	314	223
Fri Dec 15 14:45:06 2017	1513345506	50	264	314	222
Fri Dec 15 14:47:51 2017	1513345671	47	267	314	223
Fri Dec 15 14:45:28 2017	1513345528	45	269	314	225
Fri Dec 15 14:46:57 2017	1513345617	47	267	314	222
Fri Dec 15 14:45:18 2017	1513345518	47	267	314	222
Fri Dec 15 14:48:58 2017	1513345738	47	267	314	222
Fri Dec 15 14:48:44 2017	1513345724	47	267	314	222
Fri Dec 15 14:47:49 2017	1513345669	45	269	314	225
Fri Dec 15 14:49:33 2017	1513345773	47	267	314	221
Fri Dec 15 14:45:33 2017	1513345533	46	268	314	222
Fri Dec 15 14:48:07 2017	1513345687	46	268	314	223
Fri Dec 15 14:45:07 2017	1513345507	47	267	314	223
Fri Dec 15 14:48:48 2017	1513345728	47	267	314	223
Fri Dec 15 14:49:09 2017	1513345749	47	267	314	221
Fri Dec 15 14:45:02 2017	1513345502	47	267	314	223
Fri Dec 15 14:46:39 2017	1513345599	45	269	314	227
Fri Dec 15 14:47:44 2017	1513345664	46	268	314	223
Fri Dec 15 14:46:04 2017	1513345564	46	268	314	223
Fri Dec 15 14:46:31 2017	1513345591	46	268	314	223
Fri Dec 15 14:47:57 2017	1513345677	47	267	314	223
Fri Dec 15 14:45:15 2017	1513345515	46	268	314	222
Fri Dec 15 14:44:21 2017	1513345461	45	269	314	225
Fri Dec 15 14:44:43 2017	1513345483	46	268	314	224
Fri Dec 15 14:45:33 2017	1513345533	47	267	314	223
Fri Dec 15 14:49:25 2017	1513345765	47	267	314	222
Fri Dec 15 14:45:10 2017	1513345510	46	268	314	223
Fri Dec 15 14:49:00 2017	1513345740	47	268	314	222
Fri Dec 15 14:48:44 2017	1513345724	47	268	314	223
Fri Dec 15 14:48:35 2017	1513345715	47	267	314	223
Fri Dec 15 14:44:46 2017	1513345486	47	267	314	223
Fri Dec 15 14:48:08 2017	1513345688	47	267	314	223
Fri Dec 15 14:48:54 2017	1513345734	48	266	314	222
Fri Dec 15 14:45:07 2017	1513345507	48	267	314	222
Fri Dec 15 14:46:30 2017	1513345590	46	268	314	223
Fri Dec 15 14:49:14 2017	1513345754	46	268	314	224
Fri Dec 15 14:49:34 2017	1513345774	53	261	314	220
Fri Dec 15 14:47:31 2017	1513345651	47	267	314	223
Fri Dec 15 14:47:39 2017	1513345659	46	268	314	223
Fri Dec 15 14:45:07 2017	1513345507	47	267	314	223
Fri Dec 15 14:45:29 2017	1513345529	48	267	314	221
Fri Dec 15 14:49:39 2017	1513345779	46	268	314	223
Fri Dec 15 14:48:06 2017	1513345686	49	265	314	222
Fri Dec 15 14:44:36 2017	1513345476	47	268	314	222
Fri Dec 15 14:49:00 2017	1513345740	47	268	314	224
Fri Dec 15 14:45:48 2017	1513345548	45	269	314	223
Fri Dec 15 14:44:23 2017	1513345463	47	268	314	223
Fri Dec 15 14:44:55 2017	1513345495	47	267	314	223
Fri Dec 15 14:47:49 2017	1513345669	45	270	314	224
Fri Dec 15 14:47:04 2017	1513345624	47	268	314	223
Fri Dec 15 14:44:36 2017	1513345476	46	268	315	223
Fri Dec 15 14:46:11 2017	1513345571	48	267	315	222
Fri Dec 15 14:47:50 2017	1513345670	46	268	315	223
Fri Dec 15 14:44:44 2017	1513345484	48	267	315	221
Fri Dec 15 14:48:13 2017	1513345693	44	271	315	221
Fri Dec 15 14:46:31 2017	1513345591	48	267	315	222
Fri Dec 15 14:46:16 2017	1513345576	47	267	315	224
Fri Dec 15 14:45:37 2017	1513345537	46	269	315	224
Fri Dec 15 14:46:46 2017	1513345606	47	268	315	223
Fri Dec 15 14:48:02 2017	1513345682	46	268	315	223
Fri Dec 15 14:46:21 2017	1513345581	47	268	315	222
Fri Dec 15 14:45:10 2017	1513345510	48	267	315	222
Fri Dec 15 14:45:52 2017	1513345552	47	267	315	223
Fri Dec 15 14:46:19 2017	1513345579	47	268	315	223
Fri Dec 15 14:46:58 2017	1513345618	45	270	315	221
Fri Dec 15 14:45:41 2017	1513345541	46	269	315	223
Fri Dec 15 14:45:55 2017	1513345555	46	268	315	223
Fri Dec 15 14:45:19 2017	1513345519	48	266	315	222
Fri Dec 15 14:46:40 2017	1513345600	47	268	315	223
Fri Dec 15 14:49:25 2017	1513345765	48	267	315	222
Fri Dec 15 14:45:49 2017	1513345549	46	268	315	222
Fri Dec 15 14:48:18 2017	1513345698	48	267	315	222
Fri Dec 15 14:45:16 2017	1513345516	47	268	315	224
Fri Dec 15 14:45:24 2017	1513345524	46	269	315	223
Fri Dec 15 14:46:37 2017	1513345597	47	268	315	222
Fri Dec 15 14:45:21 2017	1513345521	48	267	315	222
Fri Dec 15 14:46:54 2017	1513345614	46	269	315	224
Fri Dec 15 14:49:16 2017	1513345756	48	267	315	222
Fri Dec 15 14:45:59 2017	1513345559	47	268	315	224
Fri Dec 15 14:46:52 2017	1513345612	48	267	315	223
Fri Dec 15 14:47:09 2017	1513345629	46	269	315	225
Fri Dec 15 14:45:47 2017	1513345547	47	268	315	224
Fri Dec 15 14:46:05 2017	1513345565	49	266	315	222
Fri Dec 15 14:48:14 2017	1513345694	48	267	315	223
Fri Dec 15 14:46:36 2017	1513345596	47	268	315	223
Fri Dec 15 14:48:43 2017	1513345723	48	267	315	222
Fri Dec 15 14:47:18 2017	1513345638	48	268	315	223
Fri Dec 15 14:44:47 2017	1513345487	44	271	315	226
Fri Dec 15 14:45:46 2017	1513345546	47	268	315	223
Fri Dec 15 14:45:25 2017	1513345525	49	266	315	223
Fri Dec 15 14:47:26 2017	1513345646	46	269	315	223
Fri Dec 15 14:45:37 2017	1513345537	48	268	315	222
Fri Dec 15 14:45:17 2017	1513345517	47	268	315	223
Fri Dec 15 14:46:59 2017	1513345619	46	269	315	223
Fri Dec 15 14:49:06 2017	1513345746	47	268	315	223
Fri Dec 15 14:49:36 2017	1513345776	47	268	315	222
Fri Dec 15 14:48:55 2017	1513345735	47	268	315	224
Fri Dec 15 14:47:00 2017	1513345620	48	267	315	223
Fri Dec 15 14:49:03 2017	1513345743	47	268	315	223
Fri Dec 15 14:44:55 2017	1513345495	47	268	315	223
Fri Dec 15 14:48:08 2017	1513345688	48	267	315	223
Fri Dec 15 14:46:46 2017	1513345606	47	268	315	223
Fri Dec 15 14:46:15 2017	1513345575	47	269	315	223
Fri Dec 15 14:46:42 2017	1513345602	47	269	315	223
Fri Dec 15 14:49:39 2017	1513345779	47	268	315	223
Fri Dec 15 14:45:33 2017	1513345533	47	269	315	223
Fri Dec 15 14:49:27 2017	1513345767	47	269	315	223
Fri Dec 15 14:48:13 2017	1513345693	47	269	315	223
Fri Dec 15 14:48:10 2017	1513345690	49	267	315	223
Fri Dec 15 14:48:32 2017	1513345712	46	269	315	224
Fri Dec 15 14:47:48 2017	1513345668	46	270	316	226
Fri Dec 15 14:49:29 2017	1513345769	48	267	316	223
Fri Dec 15 14:48:51 2017	1513345731	45	271	316	224
Fri Dec 15 14:46:11 2017	1513345571	48	268	316	223
Fri Dec 15 14:45:15 2017	1513345515	45	270	316	227
Fri Dec 15 14:44:24 2017	1513345464	47	269	316	223
Fri Dec 15 14:45:42 2017	1513345542	48	267	316	223
Fri Dec 15 14:45:44 2017	1513345544	48	268	316	223
Fri Dec 15 14:44:46 2017	1513345486	46	269	316	225
Fri Dec 15 14:46:23 2017	1513345583	48	267	316	223
Fri Dec 15 14:45:25 2017	1513345525	49	267	316	222
Fri Dec 15 14:47:47 2017	1513345667	47	269	316	224
Fri Dec 15 14:46:53 2017	1513345613	45	271	316	222
Fri Dec 15 14:46:43 2017	1513345603	48	267	316	223
Fri Dec 15 14:48:45 2017	1513345725	54	261	316	219
Fri Dec 15 14:44:38 2017	1513345478	46	269	316	224
Fri Dec 15 14:45:05 2017	1513345505	47	269	316	225
Fri Dec 15 14:44:43 2017	1513345483	48	268	316	223
Fri Dec 15 14:44:56 2017	1513345496	48	267	316	223
Fri Dec 15 14:49:14 2017	1513345754	48	268	316	224
Fri Dec 15 14:47:58 2017	1513345678	50	265	316	221
Fri Dec 15 14:48:49 2017	1513345729	46	270	316	225
Fri Dec 15 14:46:09 2017	1513345569	46	270	316	226
Fri Dec 15 14:44:50 2017	1513345490	46	270	316	225
Fri Dec 15 14:47:11 2017	1513345631	46	269	316	224
Fri Dec 15 14:47:30 2017	1513345650	48	268	316	223
Fri Dec 15 14:46:13 2017	1513345573	46	270	316	221
Fri Dec 15 14:46:17 2017	1513345577	49	267	316	223
Fri Dec 15 14:49:02 2017	1513345742	50	265	316	220
Fri Dec 15 14:48:23 2017	1513345703	48	268	316	223
Fri Dec 15 14:44:34 2017	1513345474	46	270	316	225
Fri Dec 15 14:44:22 2017	1513345462	46	269	316	225
Fri Dec 15 14:48:33 2017	1513345713	46	270	316	223
Fri Dec 15 14:48:11 2017	1513345691	47	269	316	223
Fri Dec 15 14:48:01 2017	1513345681	48	267	316	224
Fri Dec 15 14:47:19 2017	1513345639	45	271	316	227
Fri Dec 15 14:45:04 2017	1513345504	49	267	316	221
Fri Dec 15 14:49:10 2017	1513345750	45	271	316	229
Fri Dec 15 14:45:10 2017	1513345510	47	269	316	224
Fri Dec 15 14:49:39 2017	1513345779	53	263	316	221
Fri Dec 15 14:44:54 2017	1513345494	47	269	316	223
Fri Dec 15 14:49:15 2017	1513345755	46	270	316	226
Fri Dec 15 14:48:36 2017	1513345716	49	268	316	223
Fri Dec 15 14:45:56 2017	1513345556	50	266	316	222
Fri Dec 15 14:47:25 2017	1513345645	47	269	316	224
Fri Dec 15 14:45:26 2017	1513345526	47	269	316	223
Fri Dec 15 14:48:50 2017	1513345730	47	269	316	222
Fri Dec 15 14:48:28 2017	1513345708	47	270	316	225
Fri Dec 15 14:44:22 2017	1513345462	47	269	316	221
Fri Dec 15 14:48:14 2017	1513345694	48	268	316	225
Fri Dec 15 14:49:09 2017	1513345749	47	269	316	224
Fri Dec 15 14:48:55 2017	1513345735	48	268	316	224
Fri Dec 15 14:49:15 2017	1513345755	46	270	316	225
Fri Dec 15 14:46:17 2017	1513345577	47	270	316	224
Fri Dec 15 14:45:50 2017	1513345550	48	269	316	224
Fri Dec 15 14:44:46 2017	1513345486	49	267	316	222
Fri Dec 15 14:49:40 2017	1513345780	52	264	316	222
Fri Dec 15 14:48:07 2017	1513345687	48	269	316	224
Fri Dec 15 14:49:06 2017	1513345746	45	271	316	226
Fri Dec 15 14:44:44 2017	1513345484	46	270	316	225
Fri Dec 15 14:45:38 2017	1513345538	50	266	316	222
Fri Dec 15 14:49:07 2017	1513345747	53	263	316	221
Fri Dec 15 14:45:13 2017	1513345513	50	267	316	222
Fri Dec 15 14:47:01 2017	1513345621	46	270	316	223
Fri Dec 15 14:46:50 2017	1513345610	53	263	316	220
Fri Dec 15 14:46:47 2017	1513345607	47	269	316	223
Fri Dec 15 14:47:33 2017	1513345653	48	268	316	223
Fri Dec 15 14:46:10 2017	1513345570	45	272	316	229
Fri Dec 15 14:45:45 2017	1513345545	46	270	317	224
Fri Dec 15 14:45:50 2017	1513345550	48	268	317	224
Fri Dec 15 14:46:14 2017	1513345574	46	270	317	222
Fri Dec 15 14:49:28 2017	1513345768	48	268	317	223
Fri Dec 15 14:45:17 2017	1513345517	48	268	317	223
Fri Dec 15 14:49:20 2017	1513345760	45	271	317	226
Fri Dec 15 14:48:51 2017	1513345731	49	268	317	222
Fri Dec 15 14:44:32 2017	1513345472	46	270	317	226
Fri Dec 15 14:45:02 2017	1513345502	47	270	317	225
Fri Dec 15 14:45:42 2017	1513345542	47	270	317	225
Fri Dec 15 14:49:03 2017	1513345743	51	265	317	221
Fri Dec 15 14:47:58 2017	1513345678	47	269	317	224
Fri Dec 15 14:49:10 2017	1513345750	48	268	317	224
Fri Dec 15 14:45:34 2017	1513345534	45	272	317	226
Fri Dec 15 14:48:33 2017	1513345713	47	270	317	222
Fri Dec 15 14:49:30 2017	1513345770	47	270	317	225
Fri Dec 15 14:46:36 2017	1513345596	47	270	317	225
Fri Dec 15 14:44:35 2017	1513345475	47	269	317	224
Fri Dec 15 14:47:27 2017	1513345647	54	263	317	221
Fri Dec 15 14:48:56 2017	1513345736	54	263	317	220
Fri Dec 15 14:45:58 2017	1513345558	51	265	317	223
Fri Dec 15 14:47:18 2017	1513345638	47	269	317	223
Fri Dec 15 14:45:24 2017	1513345524	46	271	317	223
Fri Dec 15 14:49:08 2017	1513345748	48	269	317	224
Fri Dec 15 14:47:37 2017	1513345657	47	270	317	225
Fri Dec 15 14:45:27 2017	1513345527	49	268	317	223
Fri Dec 15 14:49:20 2017	1513345760	45	272	317	222
Fri Dec 15 14:44:35 2017	1513345475	48	269	317	223
Fri Dec 15 14:47:07 2017	1513345627	48	269	317	224
Fri Dec 15 14:48:07 2017	1513345687	49	268	317	224
Fri Dec 15 14:48:12 2017	1513345692	49	268	317	223
Fri Dec 15 14:45:15 2017	1513345515	52	265	317	222
Fri Dec 15 14:45:21 2017	1513345521	47	270	317	226
Fri Dec 15 14:47:23 2017	1513345643	49	268	317	223
Fri Dec 15 14:44:32 2017	1513345472	50	267	317	224
Fri Dec 15 14:47:22 2017	1513345642	49	268	317	223
Fri Dec 15 14:48:45 2017	1513345725	47	270	317	223
Fri Dec 15 14:47:13 2017	1513345633	51	266	317	222
Fri Dec 15 14:49:41 2017	1513345781	48	269	317	225
Fri Dec 15 14:45:27 2017	1513345527	47	270	317	225
Fri Dec 15 14:44:41 2017	1513345481	50	267	317	222
Fri Dec 15 14:49:09 2017	1513345749	49	268	317	224
Fri Dec 15 14:47:17 2017	1513345637	46	271	317	226
Fri Dec 15 14:47:16 2017	1513345636	47	270	317	223
Fri Dec 15 14:44:48 2017	1513345488	46	271	317	224
Fri Dec 15 14:49:24 2017	1513345764	47	270	317	223
Fri Dec 15 14:47:45 2017	1513345665	47	270	317	223
Fri Dec 15 14:49:04 2017	1513345744	46	271	317	222
Fri Dec 15 14:45:59 2017	1513345559	48	270	317	223
Fri Dec 15 14:44:50 2017	1513345490	48	269	317	223
Fri Dec 15 14:45:20 2017	1513345520	48	269	317	225
Fri Dec 15 14:45:44 2017	1513345544	47	271	317	225
Fri Dec 15 14:45:56 2017	1513345556	47	271	317	227
Fri Dec 15 14:44:51 2017	1513345491	49	268	317	222
Fri Dec 15 14:48:59 2017	1513345739	47	271	317	227
Fri Dec 15 14:47:22 2017	1513345642	49	269	317	223
Fri Dec 15 14:49:10 2017	1513345750	47	271	317	224
Fri Dec 15 14:48:50 2017	1513345730	46	271	318	223
Fri Dec 15 14:45:05 2017	1513345505	46	271	318	227
Fri Dec 15 14:45:49 2017	1513345549	47	271	318	227
Fri Dec 15 14:46:24 2017	1513345584	47	271	318	226
Fri Dec 15 14:45:42 2017	1513345542	46	271	318	223
Fri Dec 15 14:46:15 2017	1513345575	47	271	318	226
Fri Dec 15 14:49:18 2017	1513345758	46	271	318	227
Fri Dec 15 14:49:11 2017	1513345751	49	269	318	224
Fri Dec 15 14:45:56 2017	1513345556	47	271	318	221
Fri Dec 15 14:48:22 2017	1513345702	51	267	318	222
Fri Dec 15 14:45:08 2017	1513345508	50	268	318	224
Fri Dec 15 14:49:06 2017	1513345746	46	272	318	224
Fri Dec 15 14:46:01 2017	1513345561	48	270	318	225
Fri Dec 15 14:47:13 2017	1513345633	48	270	318	223
Fri Dec 15 14:47:18 2017	1513345638	50	268	318	222
Fri Dec 15 14:49:11 2017	1513345751	49	269	318	223
Fri Dec 15 14:48:19 2017	1513345699	48	270	318	225
Fri Dec 15 14:44:24 2017	1513345464	47	271	318	223
Fri Dec 15 14:45:50 2017	1513345550	49	269	318	224
Fri Dec 15 14:45:38 2017	1513345538	49	269	318	224
Fri Dec 15 14:49:04 2017	1513345744	55	263	318	221
Fri Dec 15 14:47:45 2017	1513345665	50	268	318	223
Fri Dec 15 14:46:33 2017	1513345593	50	268	318	223
Fri Dec 15 14:48:06 2017	1513345686	50	268	318	224
Fri Dec 15 14:46:45 2017	1513345605	48	270	318	223
Fri Dec 15 14:46:20 2017	1513345580	46	272	318	225
Fri Dec 15 14:45:31 2017	1513345531	52	266	318	222
Fri Dec 15 14:48:21 2017	1513345701	46	272	318	223
Fri Dec 15 14:48:55 2017	1513345735	47	272	318	225
Fri Dec 15 14:45:17 2017	1513345517	53	265	318	221
Fri Dec 15 14:45:27 2017	1513345527	47	272	318	224
Fri Dec 15 14:45:13 2017	1513345513	47	272	318	225
Fri Dec 15 14:46:26 2017	1513345586	46	272	318	223
Fri Dec 15 14:48:41 2017	1513345721	49	269	318	224
Fri Dec 15 14:48:34 2017	1513345714	48	270	318	225
Fri Dec 15 14:47:15 2017	1513345635	48	271	318	224
Fri Dec 15 14:48:12 2017	1513345692	49	270	319	224
Fri Dec 15 14:48:10 2017	1513345690	44	275	319	231
Fri Dec 15 14:45:29 2017	1513345529	49	270	319	223
Fri Dec 15 14:45:29 2017	1513345529	46	273	319	228
Fri Dec 15 14:48:10 2017	1513345690	49	269	319	224
Fri Dec 15 14:45:00 2017	1513345500	50	269	319	225
Fri Dec 15 14:48:58 2017	1513345738	50	269	319	223
Fri Dec 15 14:46:20 2017	1513345580	47	272	319	225
Fri Dec 15 14:46:00 2017	1513345560	51	268	319	224
Fri Dec 15 14:49:18 2017	1513345758	49	270	319	225
Fri Dec 15 14:48:45 2017	1513345725	48	271	319	226
Fri Dec 15 14:46:45 2017	1513345605	49	270	319	224
Fri Dec 15 14:45:11 2017	1513345511	46	273	319	228
Fri Dec 15 14:47:17 2017	1513345637	47	272	319	222
Fri Dec 15 14:46:07 2017	1513345567	51	268	319	223
Fri Dec 15 14:48:20 2017	1513345700	50	269	319	221
Fri Dec 15 14:47:00 2017	1513345620	44	275	319	226
Fri Dec 15 14:48:43 2017	1513345723	50	269	319	224
Fri Dec 15 14:45:34 2017	1513345534	53	266	319	221
Fri Dec 15 14:47:38 2017	1513345658	52	267	319	222
Fri Dec 15 14:44:34 2017	1513345474	52	268	319	223
Fri Dec 15 14:47:00 2017	1513345620	44	275	319	230
Fri Dec 15 14:47:56 2017	1513345676	49	270	319	222
Fri Dec 15 14:49:11 2017	1513345751	52	267	319	223
Fri Dec 15 14:45:08 2017	1513345508	51	269	319	223
Fri Dec 15 14:46:39 2017	1513345599	46	273	319	224
Fri Dec 15 14:47:59 2017	1513345679	58	262	319	220
Fri Dec 15 14:48:38 2017	1513345718	54	265	319	222
Fri Dec 15 14:49:40 2017	1513345780	45	274	319	230
Fri Dec 15 14:49:26 2017	1513345766	49	270	319	225
Fri Dec 15 14:48:03 2017	1513345683	52	268	320	224
Fri Dec 15 14:48:20 2017	1513345700	48	271	320	222
Fri Dec 15 14:45:24 2017	1513345524	48	272	320	224
Fri Dec 15 14:48:09 2017	1513345689	47	273	320	226
Fri Dec 15 14:45:54 2017	1513345554	54	266	320	222
Fri Dec 15 14:46:54 2017	1513345614	51	269	320	224
Fri Dec 15 14:45:04 2017	1513345504	49	271	320	223
Fri Dec 15 14:46:01 2017	1513345561	53	267	320	223
Fri Dec 15 14:48:41 2017	1513345721	52	268	320	223
Fri Dec 15 14:45:21 2017	1513345521	45	276	320	226
Fri Dec 15 14:44:35 2017	1513345475	46	274	320	222
Fri Dec 15 14:47:57 2017	1513345677	47	274	320	223
Fri Dec 15 14:45:35 2017	1513345535	51	269	320	224
Fri Dec 15 14:48:06 2017	1513345686	56	264	321	222
Fri Dec 15 14:45:30 2017	1513345530	53	268	321	223
Fri Dec 15 14:47:29 2017	1513345649	46	275	321	229
Fri Dec 15 14:47:55 2017	1513345675	51	270	321	223
Fri Dec 15 14:45:12 2017	1513345512	46	275	321	227
Fri Dec 15 14:48:35 2017	1513345715	46	275	321	227
Fri Dec 15 14:49:27 2017	1513345767	50	271	321	227
Fri Dec 15 14:47:01 2017	1513345621	47	274	321	223
Fri Dec 15 14:44:52 2017	1513345492	50	270	321	226
Fri Dec 15 14:44:40 2017	1513345480	48	273	321	223
Fri Dec 15 14:47:23 2017	1513345643	46	275	321	229
Fri Dec 15 14:45:55 2017	1513345555	47	273	321	223
Fri Dec 15 14:46:59 2017	1513345619	56	265	321	222
Fri Dec 15 14:46:51 2017	1513345611	53	268	321	223
Fri Dec 15 14:47:23 2017	1513345643	48	273	321	225
Fri Dec 15 14:47:16 2017	1513345636	59	263	321	220
Fri Dec 15 14:48:36 2017	1513345716	48	273	321	224
Fri Dec 15 14:47:00 2017	1513345620	46	275	321	232
Fri Dec 15 14:46:40 2017	1513345600	47	275	321	230
Fri Dec 15 14:48:42 2017	1513345722	53	269	321	223
Fri Dec 15 14:46:37 2017	1513345597	46	275	321	220
Fri Dec 15 14:47:42 2017	1513345662	52	270	321	226
Fri Dec 15 14:47:09 2017	1513345629	47	274	321	230
Fri Dec 15 14:47:53 2017	1513345673	56	265	321	222
Fri Dec 15 14:45:30 2017	1513345530	48	274	321	227
Fri Dec 15 14:45:31 2017	1513345531	49	272	321	224
Fri Dec 15 14:49:31 2017	1513345771	53	269	321	223
Fri Dec 15 14:45:11 2017	1513345511	51	271	322	226
Fri Dec 15 14:47:11 2017	1513345631	51	270	322	223
Fri Dec 15 14:47:54 2017	1513345674	47	275	322	222
Fri Dec 15 14:44:31 2017	1513345471	48	273	322	224
Fri Dec 15 14:49:22 2017	1513345762	55	267	322	222
Fri Dec 15 14:45:32 2017	1513345532	52	269	322	225
Fri Dec 15 14:46:49 2017	1513345609	53	269	322	225
Fri Dec 15 14:45:12 2017	1513345512	46	276	322	222
Fri Dec 15 14:49:36 2017	1513345776	49	273	322	223
Fri Dec 15 14:46:59 2017	1513345619	49	273	322	222
Fri Dec 15 14:49:01 2017	1513345741	47	276	322	225
Fri Dec 15 14:47:16 2017	1513345636	48	274	322	224
Fri Dec 15 14:47:20 2017	1513345640	59	263	322	220
Fri Dec 15 14:49:33 2017	1513345773	48	274	322	224
Fri Dec 15 14:48:17 2017	1513345697	59	263	322	221
Fri Dec 15 14:48:56 2017	1513345736	46	276	322	223
Fri Dec 15 14:45:00 2017	1513345500	49	273	323	227
Fri Dec 15 14:47:55 2017	1513345675	49	273	323	223
Fri Dec 15 14:45:59 2017	1513345559	55	268	323	224
Fri Dec 15 14:47:12 2017	1513345632	55	267	323	223
Fri Dec 15 14:49:29 2017	1513345769	55	268	323	224
Fri Dec 15 14:45:56 2017	1513345556	59	264	323	221
Fri Dec 15 14:45:45 2017	1513345545	52	271	323	222
Fri Dec 15 14:47:55 2017	1513345675	54	270	323	225
Fri Dec 15 14:49:06 2017	1513345746	50	274	324	225
Fri Dec 15 14:45:11 2017	1513345511	56	267	324	223
Fri Dec 15 14:48:57 2017	1513345737	44	280	324	228
Fri Dec 15 14:47:20 2017	1513345640	45	278	324	222
Fri Dec 15 14:47:15 2017	1513345635	47	277	324	233
Fri Dec 15 14:45:54 2017	1513345554	54	270	324	224
Fri Dec 15 14:48:24 2017	1513345704	50	274	324	223
Fri Dec 15 14:46:04 2017	1513345564	58	267	324	222
Fri Dec 15 14:46:50 2017	1513345610	61	264	325	221
Fri Dec 15 14:47:10 2017	1513345630	53	271	325	224
Fri Dec 15 14:49:03 2017	1513345743	45	280	325	221
Fri Dec 15 14:49:23 2017	1513345763	48	277	325	233
Fri Dec 15 14:47:52 2017	1513345672	47	279	325	229
Fri Dec 15 14:48:41 2017	1513345721	47	278	326	223
Fri Dec 15 14:47:14 2017	1513345634	58	268	326	222
Fri Dec 15 14:48:53 2017	1513345733	45	281	326	222
Fri Dec 15 14:44:40 2017	1513345480	60	266	326	222
Fri Dec 15 14:49:13 2017	1513345753	55	271	326	222
Fri Dec 15 14:47:15 2017	1513345635	53	273	326	229
Fri Dec 15 14:48:23 2017	1513345703	53	274	326	229
Fri Dec 15 14:49:02 2017	1513345742	54	273	327	227
Fri Dec 15 14:47:55 2017	1513345675	46	281	327	222
Fri Dec 15 14:46:37 2017	1513345597	53	274	327	230
Fri Dec 15 14:45:03 2017	1513345503	58	269	327	222
Fri Dec 15 14:47:25 2017	1513345645	46	281	327	230
Fri Dec 15 14:49:17 2017	1513345757	59	268	327	223
Fri Dec 15 14:46:20 2017	1513345580	48	279	327	230
Fri Dec 15 14:47:11 2017	1513345631	46	281	327	230
Fri Dec 15 14:44:55 2017	1513345495	57	270	327	223
Fri Dec 15 14:44:56 2017	1513345496	46	282	327	227
Fri Dec 15 14:47:56 2017	1513345676	47	281	327	234
Fri Dec 15 14:48:39 2017	1513345719	50	277	328	224
Fri Dec 15 14:48:11 2017	1513345691	52	276	328	225
Fri Dec 15 14:47:58 2017	1513345678	46	282	328	226
Fri Dec 15 14:45:32 2017	1513345532	49	279	328	222
Fri Dec 15 14:47:14 2017	1513345634	45	284	328	240
Fri Dec 15 14:48:00 2017	1513345680	47	281	328	236
Fri Dec 15 14:44:25 2017	1513345465	60	268	328	222
Fri Dec 15 14:46:22 2017	1513345582	48	281	329	224
Fri Dec 15 14:45:47 2017	1513345547	46	283	329	224
Fri Dec 15 14:49:12 2017	1513345752	45	284	329	232
Fri Dec 15 14:47:02 2017	1513345622	46	284	329	228
Fri Dec 15 14:45:22 2017	1513345522	46	283	329	223
Fri Dec 15 14:44:23 2017	1513345463	48	282	330	235
Fri Dec 15 14:48:52 2017	1513345732	65	265	330	222
Fri Dec 15 14:47:32 2017	1513345652	46	284	330	221
Fri Dec 15 14:49:20 2017	1513345760	46	284	330	220
Fri Dec 15 14:48:39 2017	1513345719	47	283	330	238
Fri Dec 15 14:49:18 2017	1513345758	47	284	331	237
Fri Dec 15 14:46:01 2017	1513345561	45	286	331	230
Fri Dec 15 14:45:36 2017	1513345536	67	264	331	221
Fri Dec 15 14:49:13 2017	1513345753	52	279	331	228
Fri Dec 15 14:46:43 2017	1513345603	59	273	332	228
Fri Dec 15 14:49:23 2017	1513345763	66	265	332	221
Fri Dec 15 14:47:47 2017	1513345667	51	280	332	225
