starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 15 14:49:34 2017	1513345774	60	272	332	226
Fri Dec 15 14:45:51 2017	1513345551	51	281	332	226
Fri Dec 15 14:45:39 2017	1513345539	46	287	333	242
Fri Dec 15 14:49:07 2017	1513345747	63	270	333	225
Fri Dec 15 14:47:22 2017	1513345642	61	272	333	227
Fri Dec 15 14:47:21 2017	1513345641	62	272	333	227
Fri Dec 15 14:49:38 2017	1513345778	56	278	333	231
Fri Dec 15 14:46:25 2017	1513345585	44	289	334	248
Fri Dec 15 14:48:05 2017	1513345685	48	286	334	231
Fri Dec 15 14:48:08 2017	1513345688	71	264	335	221
Fri Dec 15 14:48:21 2017	1513345701	63	272	336	222
Fri Dec 15 14:49:13 2017	1513345753	68	268	336	221
Fri Dec 15 14:49:07 2017	1513345747	48	288	336	244
Fri Dec 15 14:46:35 2017	1513345595	68	268	336	224
Fri Dec 15 14:45:01 2017	1513345501	45	291	336	221
Fri Dec 15 14:49:35 2017	1513345775	49	287	336	243
Fri Dec 15 14:48:51 2017	1513345731	64	272	336	220
Fri Dec 15 14:45:22 2017	1513345522	49	287	336	235
Fri Dec 15 14:48:46 2017	1513345726	63	274	337	227
Fri Dec 15 14:48:32 2017	1513345712	56	281	337	236
Fri Dec 15 14:47:10 2017	1513345630	50	288	338	228
Fri Dec 15 14:47:14 2017	1513345634	62	277	339	232
Fri Dec 15 14:49:32 2017	1513345772	47	292	339	224
Fri Dec 15 14:46:02 2017	1513345562	79	261	340	219
Fri Dec 15 14:46:38 2017	1513345598	74	267	341	222
Fri Dec 15 14:47:03 2017	1513345623	73	270	343	226
Fri Dec 15 14:44:40 2017	1513345480	63	279	343	226
Fri Dec 15 14:48:23 2017	1513345703	61	282	343	225
Fri Dec 15 14:45:46 2017	1513345546	50	294	344	238
Fri Dec 15 14:45:01 2017	1513345501	72	272	344	228
Fri Dec 15 14:46:16 2017	1513345576	58	287	344	233
Fri Dec 15 14:44:24 2017	1513345464	46	299	345	225
Fri Dec 15 14:47:13 2017	1513345633	78	270	347	224
Fri Dec 15 14:45:46 2017	1513345546	50	298	348	232
Fri Dec 15 14:49:33 2017	1513345773	83	265	348	223
Fri Dec 15 14:44:31 2017	1513345471	46	303	349	255
Fri Dec 15 14:46:07 2017	1513345567	73	277	350	232
Fri Dec 15 14:44:50 2017	1513345490	74	276	350	231
Fri Dec 15 14:45:52 2017	1513345552	59	291	350	246
Fri Dec 15 14:44:25 2017	1513345465	46	306	352	262
Fri Dec 15 14:48:19 2017	1513345699	82	270	352	225
Fri Dec 15 14:44:44 2017	1513345484	46	306	352	261
Fri Dec 15 14:45:12 2017	1513345512	46	306	352	243
Fri Dec 15 14:47:56 2017	1513345676	65	288	353	243
Fri Dec 15 14:46:40 2017	1513345600	57	296	353	248
Fri Dec 15 14:45:26 2017	1513345526	59	295	354	250
Fri Dec 15 14:45:14 2017	1513345514	91	263	354	220
Fri Dec 15 14:49:02 2017	1513345742	68	289	357	244
Fri Dec 15 14:45:45 2017	1513345545	45	312	357	229
Fri Dec 15 14:49:24 2017	1513345764	47	311	358	265
Fri Dec 15 14:48:16 2017	1513345696	73	287	360	244
Fri Dec 15 14:46:28 2017	1513345588	96	265	362	221
Fri Dec 15 14:49:31 2017	1513345771	97	266	363	222
Fri Dec 15 14:48:29 2017	1513345709	44	320	363	220
Fri Dec 15 14:44:25 2017	1513345465	91	273	365	224
Fri Dec 15 14:48:01 2017	1513345681	65	302	367	258
Fri Dec 15 14:44:28 2017	1513345468	46	321	367	226
Fri Dec 15 14:44:27 2017	1513345467	105	264	369	220
Fri Dec 15 14:45:57 2017	1513345557	69	301	370	233
Fri Dec 15 14:45:30 2017	1513345530	78	293	371	250
Fri Dec 15 14:48:30 2017	1513345710	105	267	372	223
Fri Dec 15 14:44:29 2017	1513345469	107	265	372	223
Fri Dec 15 14:46:25 2017	1513345585	47	327	374	224
Fri Dec 15 14:48:24 2017	1513345704	47	327	374	223
Fri Dec 15 14:48:46 2017	1513345726	101	277	378	233
Fri Dec 15 14:45:23 2017	1513345523	96	281	378	238
Fri Dec 15 14:47:05 2017	1513345625	61	320	381	267
Fri Dec 15 14:46:26 2017	1513345586	44	337	381	237
Fri Dec 15 14:48:27 2017	1513345707	47	335	382	288
Fri Dec 15 14:46:24 2017	1513345584	43	343	386	297
Fri Dec 15 14:46:30 2017	1513345590	46	342	388	298
Fri Dec 15 14:48:50 2017	1513345730	47	341	389	226
Fri Dec 15 14:45:00 2017	1513345500	124	267	391	224
Fri Dec 15 14:44:30 2017	1513345470	125	268	393	224
Fri Dec 15 14:44:28 2017	1513345468	43	353	396	311
Fri Dec 15 14:48:29 2017	1513345709	47	350	397	307
Fri Dec 15 14:48:25 2017	1513345705	114	285	399	224
Fri Dec 15 14:44:27 2017	1513345467	142	262	405	221
Fri Dec 15 14:48:31 2017	1513345711	136	269	405	225
Fri Dec 15 14:46:26 2017	1513345586	139	268	407	222
Fri Dec 15 14:48:39 2017	1513345719	73	334	408	290
Fri Dec 15 14:46:28 2017	1513345588	143	265	408	221
Fri Dec 15 14:46:29 2017	1513345589	139	270	409	222
Fri Dec 15 14:44:27 2017	1513345467	50	360	410	317
Fri Dec 15 14:46:28 2017	1513345588	147	264	411	220
Fri Dec 15 14:48:28 2017	1513345708	48	363	411	319
Fri Dec 15 14:48:31 2017	1513345711	139	273	411	225
Fri Dec 15 14:44:30 2017	1513345470	141	270	411	224
Fri Dec 15 14:46:29 2017	1513345589	48	364	412	319
Fri Dec 15 14:46:30 2017	1513345590	62	351	413	307
Fri Dec 15 14:48:30 2017	1513345710	140	274	414	226
Fri Dec 15 14:44:29 2017	1513345469	140	282	422	231
Fri Dec 15 14:47:02 2017	1513345622	163	293	456	244
Fri Dec 15 14:47:46 2017	1513345666	44	436	480	220
Fri Dec 15 14:47:47 2017	1513345667	55	428	483	222
Fri Dec 15 14:48:26 2017	1513345706	50	451	501	407
Fri Dec 15 14:48:26 2017	1513345706	45	458	503	412
Fri Dec 15 14:48:25 2017	1513345705	134	370	504	326
Fri Dec 15 14:46:27 2017	1513345587	148	358	506	223
Fri Dec 15 14:47:50 2017	1513345670	240	268	508	222
Fri Dec 15 14:44:26 2017	1513345466	155	354	510	221
Fri Dec 15 14:47:19 2017	1513345639	82	439	521	389
Fri Dec 15 14:48:27 2017	1513345707	47	487	535	431
Fri Dec 15 14:47:21 2017	1513345641	205	367	572	289
