starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 15 14:32:37 2017	1513344757	47	54	101	52
Fri Dec 15 14:32:47 2017	1513344767	47	54	101	50
Fri Dec 15 14:31:51 2017	1513344711	48	52	101	48
Fri Dec 15 14:32:47 2017	1513344767	47	54	101	52
Fri Dec 15 14:32:09 2017	1513344729	49	52	101	48
Fri Dec 15 14:31:51 2017	1513344711	49	51	101	46
Fri Dec 15 14:33:02 2017	1513344782	47	54	101	51
Fri Dec 15 14:33:26 2017	1513344806	47	54	101	47
Fri Dec 15 14:32:32 2017	1513344752	45	56	101	47
Fri Dec 15 14:33:08 2017	1513344788	46	55	101	48
Fri Dec 15 14:31:54 2017	1513344714	48	53	101	51
Fri Dec 15 14:33:01 2017	1513344781	47	54	101	49
Fri Dec 15 14:32:10 2017	1513344730	48	52	101	47
Fri Dec 15 14:32:51 2017	1513344771	48	53	101	49
Fri Dec 15 14:33:08 2017	1513344788	48	53	101	47
Fri Dec 15 14:31:58 2017	1513344718	46	55	101	47
Fri Dec 15 14:32:17 2017	1513344737	45	56	101	45
Fri Dec 15 14:31:55 2017	1513344715	50	51	101	47
Fri Dec 15 14:32:53 2017	1513344773	50	51	101	46
Fri Dec 15 14:32:11 2017	1513344731	48	53	101	47
Fri Dec 15 14:32:00 2017	1513344720	48	53	101	48
Fri Dec 15 14:32:34 2017	1513344754	47	54	101	49
Fri Dec 15 14:33:21 2017	1513344801	48	53	101	51
Fri Dec 15 14:33:08 2017	1513344788	46	55	101	47
Fri Dec 15 14:33:14 2017	1513344794	47	54	101	45
Fri Dec 15 14:32:39 2017	1513344759	45	56	101	51
Fri Dec 15 14:33:09 2017	1513344789	51	50	101	46
Fri Dec 15 14:32:04 2017	1513344724	47	54	101	46
Fri Dec 15 14:32:50 2017	1513344770	47	54	101	53
Fri Dec 15 14:32:54 2017	1513344774	46	55	101	52
Fri Dec 15 14:32:42 2017	1513344762	51	50	101	46
Fri Dec 15 14:33:07 2017	1513344787	49	52	101	51
Fri Dec 15 14:32:16 2017	1513344736	51	50	101	45
Fri Dec 15 14:32:39 2017	1513344759	50	51	101	46
Fri Dec 15 14:31:48 2017	1513344708	50	51	101	48
Fri Dec 15 14:32:41 2017	1513344761	48	53	101	52
Fri Dec 15 14:33:10 2017	1513344790	49	52	101	48
Fri Dec 15 14:32:03 2017	1513344723	46	55	101	47
Fri Dec 15 14:31:47 2017	1513344707	46	55	101	52
Fri Dec 15 14:32:39 2017	1513344759	50	51	101	48
Fri Dec 15 14:32:09 2017	1513344729	47	54	101	49
Fri Dec 15 14:33:17 2017	1513344797	48	53	101	47
Fri Dec 15 14:32:23 2017	1513344743	48	53	101	50
Fri Dec 15 14:32:03 2017	1513344723	46	55	101	47
Fri Dec 15 14:33:15 2017	1513344795	47	54	101	47
Fri Dec 15 14:33:05 2017	1513344785	48	53	101	47
Fri Dec 15 14:32:00 2017	1513344720	51	50	101	49
Fri Dec 15 14:32:52 2017	1513344772	48	53	101	49
Fri Dec 15 14:31:55 2017	1513344715	48	53	101	47
Fri Dec 15 14:33:14 2017	1513344794	47	54	101	47
Fri Dec 15 14:33:08 2017	1513344788	49	52	101	47
Fri Dec 15 14:32:37 2017	1513344757	47	54	101	45
Fri Dec 15 14:31:54 2017	1513344714	48	53	101	47
Fri Dec 15 14:32:02 2017	1513344722	47	54	101	47
Fri Dec 15 14:32:01 2017	1513344721	50	51	101	49
Fri Dec 15 14:31:58 2017	1513344718	48	53	101	48
Fri Dec 15 14:33:10 2017	1513344790	49	52	101	47
Fri Dec 15 14:32:14 2017	1513344734	47	54	101	47
Fri Dec 15 14:33:16 2017	1513344796	46	55	101	49
Fri Dec 15 14:32:32 2017	1513344752	49	52	101	51
Fri Dec 15 14:31:54 2017	1513344714	49	52	101	46
Fri Dec 15 14:31:48 2017	1513344708	49	52	101	49
Fri Dec 15 14:32:09 2017	1513344729	49	52	101	48
Fri Dec 15 14:31:59 2017	1513344719	48	54	101	47
Fri Dec 15 14:32:48 2017	1513344768	48	54	101	45
Fri Dec 15 14:31:52 2017	1513344712	51	50	101	47
Fri Dec 15 14:32:22 2017	1513344742	48	53	101	48
Fri Dec 15 14:31:57 2017	1513344717	46	55	101	49
Fri Dec 15 14:32:26 2017	1513344746	46	55	101	45
Fri Dec 15 14:32:43 2017	1513344763	45	56	101	48
Fri Dec 15 14:32:49 2017	1513344769	48	53	101	51
Fri Dec 15 14:33:30 2017	1513344810	47	54	101	50
Fri Dec 15 14:33:14 2017	1513344794	48	53	101	48
Fri Dec 15 14:32:46 2017	1513344766	45	56	101	46
Fri Dec 15 14:32:50 2017	1513344770	51	51	101	50
Fri Dec 15 14:32:39 2017	1513344759	45	56	101	50
Fri Dec 15 14:32:35 2017	1513344755	48	54	101	52
Fri Dec 15 14:32:36 2017	1513344756	49	52	101	48
Fri Dec 15 14:33:13 2017	1513344793	49	53	101	47
Fri Dec 15 14:33:01 2017	1513344781	47	55	101	46
Fri Dec 15 14:31:54 2017	1513344714	50	51	101	46
Fri Dec 15 14:32:10 2017	1513344730	50	51	101	49
Fri Dec 15 14:33:03 2017	1513344783	48	53	101	45
Fri Dec 15 14:33:15 2017	1513344795	50	51	101	47
Fri Dec 15 14:32:59 2017	1513344779	48	53	101	48
Fri Dec 15 14:32:07 2017	1513344727	48	54	101	49
Fri Dec 15 14:32:31 2017	1513344751	51	51	101	50
Fri Dec 15 14:32:32 2017	1513344752	47	54	101	52
Fri Dec 15 14:32:18 2017	1513344738	49	52	101	52
Fri Dec 15 14:32:16 2017	1513344736	48	53	101	47
Fri Dec 15 14:32:30 2017	1513344750	49	53	101	46
Fri Dec 15 14:32:45 2017	1513344765	48	53	101	51
Fri Dec 15 14:33:25 2017	1513344805	50	51	101	48
Fri Dec 15 14:32:10 2017	1513344730	48	53	101	48
Fri Dec 15 14:32:37 2017	1513344757	46	56	102	52
Fri Dec 15 14:32:53 2017	1513344773	49	53	102	48
Fri Dec 15 14:33:22 2017	1513344802	49	53	102	48
Fri Dec 15 14:32:55 2017	1513344775	45	56	102	46
Fri Dec 15 14:33:13 2017	1513344793	47	54	102	49
Fri Dec 15 14:32:49 2017	1513344769	48	54	102	54
Fri Dec 15 14:32:53 2017	1513344773	50	52	102	48
Fri Dec 15 14:32:09 2017	1513344729	47	54	102	48
Fri Dec 15 14:32:11 2017	1513344731	44	57	102	47
Fri Dec 15 14:33:10 2017	1513344790	49	53	102	49
Fri Dec 15 14:32:38 2017	1513344758	49	53	102	46
Fri Dec 15 14:32:29 2017	1513344749	49	53	102	45
Fri Dec 15 14:33:02 2017	1513344782	47	55	102	47
Fri Dec 15 14:32:55 2017	1513344775	49	53	102	49
Fri Dec 15 14:32:34 2017	1513344754	46	56	102	51
Fri Dec 15 14:33:08 2017	1513344788	47	55	102	47
Fri Dec 15 14:32:56 2017	1513344776	49	53	102	47
Fri Dec 15 14:32:44 2017	1513344764	50	51	102	47
Fri Dec 15 14:32:52 2017	1513344772	47	54	102	53
Fri Dec 15 14:31:53 2017	1513344713	48	54	102	48
Fri Dec 15 14:33:01 2017	1513344781	46	55	102	52
Fri Dec 15 14:31:49 2017	1513344709	46	55	102	48
Fri Dec 15 14:32:43 2017	1513344763	48	54	102	49
Fri Dec 15 14:33:28 2017	1513344808	50	51	102	50
Fri Dec 15 14:32:50 2017	1513344770	47	54	102	54
Fri Dec 15 14:33:07 2017	1513344787	50	52	102	51
Fri Dec 15 14:31:57 2017	1513344717	49	52	102	48
Fri Dec 15 14:32:37 2017	1513344757	46	56	102	50
Fri Dec 15 14:32:17 2017	1513344737	50	52	102	47
Fri Dec 15 14:31:50 2017	1513344710	50	52	102	48
Fri Dec 15 14:32:46 2017	1513344766	48	54	102	50
Fri Dec 15 14:31:46 2017	1513344706	49	53	102	48
Fri Dec 15 14:33:10 2017	1513344790	52	49	102	45
Fri Dec 15 14:33:24 2017	1513344804	48	54	102	45
Fri Dec 15 14:33:24 2017	1513344804	48	54	102	47
Fri Dec 15 14:33:10 2017	1513344790	50	52	102	48
Fri Dec 15 14:32:32 2017	1513344752	48	53	102	47
Fri Dec 15 14:32:21 2017	1513344741	48	54	102	48
Fri Dec 15 14:33:02 2017	1513344782	48	54	102	47
Fri Dec 15 14:32:21 2017	1513344741	47	55	102	48
Fri Dec 15 14:32:31 2017	1513344751	49	53	102	50
Fri Dec 15 14:32:16 2017	1513344736	51	51	102	46
Fri Dec 15 14:32:49 2017	1513344769	46	56	102	45
Fri Dec 15 14:32:03 2017	1513344723	50	52	102	51
Fri Dec 15 14:32:55 2017	1513344775	48	54	102	45
Fri Dec 15 14:33:22 2017	1513344802	52	50	102	48
Fri Dec 15 14:33:16 2017	1513344796	48	54	102	48
Fri Dec 15 14:32:13 2017	1513344733	49	53	102	48
Fri Dec 15 14:31:52 2017	1513344712	45	57	102	46
Fri Dec 15 14:32:06 2017	1513344726	49	53	102	48
Fri Dec 15 14:32:50 2017	1513344770	49	53	102	51
Fri Dec 15 14:32:06 2017	1513344726	47	55	102	48
Fri Dec 15 14:32:18 2017	1513344738	48	54	102	47
Fri Dec 15 14:33:28 2017	1513344808	48	54	102	54
Fri Dec 15 14:33:04 2017	1513344784	49	53	102	49
Fri Dec 15 14:33:14 2017	1513344794	49	53	102	46
Fri Dec 15 14:32:42 2017	1513344762	48	54	102	48
Fri Dec 15 14:33:00 2017	1513344780	49	53	102	48
Fri Dec 15 14:33:04 2017	1513344784	50	52	102	48
Fri Dec 15 14:32:03 2017	1513344723	47	55	102	46
Fri Dec 15 14:31:55 2017	1513344715	49	53	102	48
Fri Dec 15 14:32:50 2017	1513344770	45	57	102	46
Fri Dec 15 14:32:39 2017	1513344759	50	52	102	48
Fri Dec 15 14:31:58 2017	1513344718	50	52	102	48
Fri Dec 15 14:31:49 2017	1513344709	48	54	102	49
Fri Dec 15 14:33:01 2017	1513344781	49	53	102	49
Fri Dec 15 14:32:40 2017	1513344760	44	58	102	52
Fri Dec 15 14:31:58 2017	1513344718	49	53	102	50
Fri Dec 15 14:33:13 2017	1513344793	50	53	102	49
Fri Dec 15 14:32:19 2017	1513344739	48	54	102	54
Fri Dec 15 14:32:36 2017	1513344756	48	54	102	49
Fri Dec 15 14:33:10 2017	1513344790	49	53	102	45
Fri Dec 15 14:31:49 2017	1513344709	50	53	102	48
Fri Dec 15 14:32:32 2017	1513344752	48	54	102	47
Fri Dec 15 14:33:02 2017	1513344782	48	54	102	47
Fri Dec 15 14:33:19 2017	1513344799	49	53	102	48
Fri Dec 15 14:31:58 2017	1513344718	52	50	102	49
Fri Dec 15 14:33:06 2017	1513344786	50	52	102	50
Fri Dec 15 14:32:05 2017	1513344725	48	54	102	51
Fri Dec 15 14:32:56 2017	1513344776	47	56	102	50
Fri Dec 15 14:31:49 2017	1513344709	48	54	102	48
Fri Dec 15 14:32:51 2017	1513344771	49	53	102	48
Fri Dec 15 14:33:28 2017	1513344808	47	56	102	48
Fri Dec 15 14:33:16 2017	1513344796	49	53	102	51
Fri Dec 15 14:32:48 2017	1513344768	47	55	102	47
Fri Dec 15 14:32:10 2017	1513344730	48	55	102	52
Fri Dec 15 14:33:09 2017	1513344789	50	52	102	48
Fri Dec 15 14:32:46 2017	1513344766	47	56	102	50
Fri Dec 15 14:32:19 2017	1513344739	48	54	102	47
Fri Dec 15 14:31:47 2017	1513344707	48	54	102	46
Fri Dec 15 14:32:12 2017	1513344732	48	55	102	51
Fri Dec 15 14:31:58 2017	1513344718	46	57	102	47
Fri Dec 15 14:32:43 2017	1513344763	48	55	102	49
Fri Dec 15 14:33:17 2017	1513344797	44	59	102	45
Fri Dec 15 14:33:13 2017	1513344793	50	53	102	47
Fri Dec 15 14:33:28 2017	1513344808	49	54	102	53
Fri Dec 15 14:32:06 2017	1513344726	51	52	102	45
Fri Dec 15 14:32:08 2017	1513344728	51	51	102	46
Fri Dec 15 14:33:02 2017	1513344782	48	54	102	49
Fri Dec 15 14:32:49 2017	1513344769	46	57	103	48
Fri Dec 15 14:32:53 2017	1513344773	50	52	103	48
Fri Dec 15 14:33:19 2017	1513344799	48	54	103	51
Fri Dec 15 14:32:24 2017	1513344744	48	55	103	49
Fri Dec 15 14:33:16 2017	1513344796	48	54	103	48
Fri Dec 15 14:32:00 2017	1513344720	47	56	103	49
Fri Dec 15 14:32:14 2017	1513344734	50	53	103	48
Fri Dec 15 14:33:02 2017	1513344782	52	51	103	49
Fri Dec 15 14:32:48 2017	1513344768	50	53	103	50
Fri Dec 15 14:31:55 2017	1513344715	46	57	103	52
Fri Dec 15 14:32:17 2017	1513344737	46	57	103	52
Fri Dec 15 14:32:49 2017	1513344769	47	55	103	49
Fri Dec 15 14:33:01 2017	1513344781	49	54	103	49
Fri Dec 15 14:31:54 2017	1513344714	50	52	103	48
Fri Dec 15 14:32:50 2017	1513344770	49	53	103	51
Fri Dec 15 14:33:16 2017	1513344796	48	55	103	50
Fri Dec 15 14:32:44 2017	1513344764	49	54	103	49
Fri Dec 15 14:32:59 2017	1513344779	51	51	103	46
Fri Dec 15 14:32:53 2017	1513344773	46	57	103	52
Fri Dec 15 14:32:32 2017	1513344752	50	53	103	51
Fri Dec 15 14:32:14 2017	1513344734	51	51	103	46
Fri Dec 15 14:32:08 2017	1513344728	51	51	103	45
Fri Dec 15 14:31:55 2017	1513344715	49	53	103	48
Fri Dec 15 14:32:32 2017	1513344752	48	55	103	47
Fri Dec 15 14:32:53 2017	1513344773	51	51	103	47
Fri Dec 15 14:32:56 2017	1513344776	49	53	103	48
Fri Dec 15 14:31:55 2017	1513344715	50	53	103	48
Fri Dec 15 14:33:06 2017	1513344786	51	52	103	47
Fri Dec 15 14:33:23 2017	1513344803	50	53	103	46
Fri Dec 15 14:31:55 2017	1513344715	51	52	103	48
Fri Dec 15 14:32:53 2017	1513344773	47	56	103	50
Fri Dec 15 14:32:59 2017	1513344779	49	54	103	47
Fri Dec 15 14:32:04 2017	1513344724	49	54	103	48
Fri Dec 15 14:33:03 2017	1513344783	48	55	103	48
Fri Dec 15 14:33:21 2017	1513344801	47	56	103	48
Fri Dec 15 14:32:15 2017	1513344735	51	52	103	46
Fri Dec 15 14:32:20 2017	1513344740	50	53	103	48
Fri Dec 15 14:33:06 2017	1513344786	48	55	103	47
Fri Dec 15 14:33:28 2017	1513344808	50	53	103	50
Fri Dec 15 14:32:18 2017	1513344738	49	54	103	51
Fri Dec 15 14:32:48 2017	1513344768	46	57	103	47
Fri Dec 15 14:33:12 2017	1513344792	49	54	103	48
Fri Dec 15 14:32:08 2017	1513344728	48	55	103	52
Fri Dec 15 14:33:26 2017	1513344806	49	54	103	48
Fri Dec 15 14:33:10 2017	1513344790	50	53	103	46
Fri Dec 15 14:31:57 2017	1513344717	50	53	103	46
Fri Dec 15 14:32:33 2017	1513344753	48	55	103	47
Fri Dec 15 14:32:50 2017	1513344770	47	56	103	53
Fri Dec 15 14:31:47 2017	1513344707	46	57	103	50
Fri Dec 15 14:32:50 2017	1513344770	45	58	103	52
Fri Dec 15 14:33:28 2017	1513344808	47	56	103	51
Fri Dec 15 14:31:56 2017	1513344716	51	52	103	49
Fri Dec 15 14:32:51 2017	1513344771	48	55	103	50
Fri Dec 15 14:31:47 2017	1513344707	47	56	103	48
Fri Dec 15 14:32:09 2017	1513344729	50	53	103	47
Fri Dec 15 14:32:57 2017	1513344777	45	58	103	54
Fri Dec 15 14:31:49 2017	1513344709	48	55	103	47
Fri Dec 15 14:32:22 2017	1513344742	49	54	103	48
Fri Dec 15 14:31:46 2017	1513344706	51	52	103	47
Fri Dec 15 14:32:57 2017	1513344777	49	54	103	47
Fri Dec 15 14:31:54 2017	1513344714	47	56	103	53
Fri Dec 15 14:31:53 2017	1513344713	52	51	103	45
Fri Dec 15 14:33:28 2017	1513344808	52	52	103	50
Fri Dec 15 14:32:18 2017	1513344738	51	53	103	53
Fri Dec 15 14:32:42 2017	1513344762	53	51	103	45
Fri Dec 15 14:32:56 2017	1513344776	49	54	103	52
Fri Dec 15 14:32:50 2017	1513344770	50	54	103	51
Fri Dec 15 14:33:11 2017	1513344791	48	55	103	50
Fri Dec 15 14:31:46 2017	1513344706	49	55	103	47
Fri Dec 15 14:32:18 2017	1513344738	49	54	103	50
Fri Dec 15 14:33:05 2017	1513344785	49	54	103	48
Fri Dec 15 14:32:47 2017	1513344767	46	58	103	46
Fri Dec 15 14:32:26 2017	1513344746	50	54	103	53
Fri Dec 15 14:32:20 2017	1513344740	47	57	103	48
Fri Dec 15 14:32:09 2017	1513344729	51	52	103	46
Fri Dec 15 14:33:22 2017	1513344802	51	53	103	48
Fri Dec 15 14:32:28 2017	1513344748	53	50	103	47
Fri Dec 15 14:33:27 2017	1513344807	49	54	104	47
Fri Dec 15 14:32:38 2017	1513344758	49	54	104	47
Fri Dec 15 14:32:00 2017	1513344720	51	52	104	52
Fri Dec 15 14:33:29 2017	1513344809	49	54	104	48
Fri Dec 15 14:32:19 2017	1513344739	48	55	104	46
Fri Dec 15 14:32:49 2017	1513344769	46	58	104	47
Fri Dec 15 14:33:03 2017	1513344783	48	56	104	47
Fri Dec 15 14:32:08 2017	1513344728	50	54	104	47
Fri Dec 15 14:33:21 2017	1513344801	46	57	104	48
Fri Dec 15 14:31:52 2017	1513344712	46	58	104	48
Fri Dec 15 14:33:14 2017	1513344794	48	56	104	49
Fri Dec 15 14:33:07 2017	1513344787	51	52	104	50
Fri Dec 15 14:33:06 2017	1513344786	53	51	104	48
Fri Dec 15 14:33:00 2017	1513344780	48	55	104	48
Fri Dec 15 14:33:24 2017	1513344804	50	53	104	47
Fri Dec 15 14:32:50 2017	1513344770	47	56	104	46
Fri Dec 15 14:32:08 2017	1513344728	52	51	104	51
Fri Dec 15 14:32:45 2017	1513344765	50	54	104	49
Fri Dec 15 14:32:05 2017	1513344725	52	52	104	49
Fri Dec 15 14:32:06 2017	1513344726	49	54	104	49
Fri Dec 15 14:33:09 2017	1513344789	48	56	104	51
Fri Dec 15 14:32:02 2017	1513344722	47	57	104	47
Fri Dec 15 14:32:48 2017	1513344768	47	57	104	51
Fri Dec 15 14:33:07 2017	1513344787	51	53	104	51
Fri Dec 15 14:32:30 2017	1513344750	46	58	104	45
Fri Dec 15 14:32:22 2017	1513344742	51	53	104	49
Fri Dec 15 14:32:01 2017	1513344721	52	52	104	48
Fri Dec 15 14:33:24 2017	1513344804	50	54	104	48
Fri Dec 15 14:32:34 2017	1513344754	53	51	104	47
Fri Dec 15 14:32:23 2017	1513344743	50	54	104	47
Fri Dec 15 14:32:07 2017	1513344727	48	56	104	51
Fri Dec 15 14:31:47 2017	1513344707	53	51	104	46
Fri Dec 15 14:31:59 2017	1513344719	50	54	104	48
Fri Dec 15 14:32:16 2017	1513344736	48	57	104	47
Fri Dec 15 14:32:37 2017	1513344757	46	58	104	50
Fri Dec 15 14:31:47 2017	1513344707	52	52	104	46
Fri Dec 15 14:32:54 2017	1513344774	49	55	104	50
Fri Dec 15 14:33:04 2017	1513344784	51	53	104	51
Fri Dec 15 14:32:32 2017	1513344752	48	56	104	49
Fri Dec 15 14:33:01 2017	1513344781	49	55	104	49
Fri Dec 15 14:33:02 2017	1513344782	49	56	104	56
Fri Dec 15 14:33:05 2017	1513344785	48	56	104	52
Fri Dec 15 14:33:22 2017	1513344802	52	53	104	51
Fri Dec 15 14:33:24 2017	1513344804	49	56	104	48
Fri Dec 15 14:33:05 2017	1513344785	54	50	104	46
Fri Dec 15 14:31:55 2017	1513344715	51	53	104	48
Fri Dec 15 14:32:51 2017	1513344771	49	55	104	49
Fri Dec 15 14:32:08 2017	1513344728	51	54	104	48
Fri Dec 15 14:32:13 2017	1513344733	51	54	104	48
Fri Dec 15 14:32:35 2017	1513344755	49	55	104	55
Fri Dec 15 14:32:13 2017	1513344733	52	53	104	48
Fri Dec 15 14:31:54 2017	1513344714	48	56	105	53
Fri Dec 15 14:33:23 2017	1513344803	51	54	105	51
Fri Dec 15 14:32:44 2017	1513344764	51	54	105	49
Fri Dec 15 14:32:08 2017	1513344728	46	58	105	48
Fri Dec 15 14:31:57 2017	1513344717	50	54	105	50
Fri Dec 15 14:32:24 2017	1513344744	52	53	105	48
Fri Dec 15 14:32:22 2017	1513344742	50	54	105	49
Fri Dec 15 14:33:05 2017	1513344785	48	57	105	48
Fri Dec 15 14:33:04 2017	1513344784	53	52	105	48
Fri Dec 15 14:32:00 2017	1513344720	51	53	105	49
Fri Dec 15 14:33:29 2017	1513344809	49	56	105	50
Fri Dec 15 14:32:51 2017	1513344771	48	57	105	49
Fri Dec 15 14:31:47 2017	1513344707	48	57	105	51
Fri Dec 15 14:32:42 2017	1513344762	52	53	105	48
Fri Dec 15 14:32:09 2017	1513344729	50	55	105	50
Fri Dec 15 14:33:01 2017	1513344781	48	57	105	57
Fri Dec 15 14:32:46 2017	1513344766	48	57	105	49
Fri Dec 15 14:32:51 2017	1513344771	47	58	105	48
Fri Dec 15 14:32:24 2017	1513344744	52	53	105	49
Fri Dec 15 14:32:02 2017	1513344722	47	58	105	49
Fri Dec 15 14:32:33 2017	1513344753	51	54	105	48
Fri Dec 15 14:33:04 2017	1513344784	49	56	105	50
Fri Dec 15 14:33:09 2017	1513344789	50	55	105	48
Fri Dec 15 14:32:38 2017	1513344758	47	59	105	56
Fri Dec 15 14:33:07 2017	1513344787	52	54	105	47
Fri Dec 15 14:32:21 2017	1513344741	53	52	105	49
Fri Dec 15 14:33:18 2017	1513344798	51	55	105	48
Fri Dec 15 14:33:12 2017	1513344792	50	55	105	50
Fri Dec 15 14:32:23 2017	1513344743	51	54	105	46
Fri Dec 15 14:31:59 2017	1513344719	48	58	105	48
Fri Dec 15 14:32:05 2017	1513344725	50	56	106	48
Fri Dec 15 14:32:32 2017	1513344752	51	55	106	50
Fri Dec 15 14:31:50 2017	1513344710	55	50	106	49
Fri Dec 15 14:33:21 2017	1513344801	52	53	106	52
Fri Dec 15 14:33:24 2017	1513344804	53	53	106	49
Fri Dec 15 14:32:18 2017	1513344738	48	58	106	46
Fri Dec 15 14:32:02 2017	1513344722	50	56	106	48
Fri Dec 15 14:32:46 2017	1513344766	53	53	106	48
Fri Dec 15 14:31:52 2017	1513344712	46	60	106	48
Fri Dec 15 14:32:17 2017	1513344737	55	51	106	46
Fri Dec 15 14:32:00 2017	1513344720	52	54	106	49
Fri Dec 15 14:31:56 2017	1513344716	48	58	106	52
Fri Dec 15 14:32:23 2017	1513344743	56	51	106	46
Fri Dec 15 14:33:23 2017	1513344803	50	56	106	46
Fri Dec 15 14:33:29 2017	1513344809	53	53	106	47
Fri Dec 15 14:32:55 2017	1513344775	51	55	106	52
Fri Dec 15 14:32:59 2017	1513344779	48	59	106	53
Fri Dec 15 14:32:46 2017	1513344766	52	54	106	50
Fri Dec 15 14:32:15 2017	1513344735	53	54	106	47
Fri Dec 15 14:33:12 2017	1513344792	54	53	106	48
Fri Dec 15 14:33:14 2017	1513344794	53	54	106	48
Fri Dec 15 14:33:12 2017	1513344792	50	57	106	53
Fri Dec 15 14:32:55 2017	1513344775	50	57	106	48
Fri Dec 15 14:33:22 2017	1513344802	52	54	106	48
Fri Dec 15 14:32:01 2017	1513344721	49	57	107	51
Fri Dec 15 14:32:06 2017	1513344726	49	57	107	47
Fri Dec 15 14:32:03 2017	1513344723	50	57	107	48
Fri Dec 15 14:33:29 2017	1513344809	48	58	107	54
Fri Dec 15 14:33:04 2017	1513344784	50	57	107	48
Fri Dec 15 14:32:42 2017	1513344762	55	52	107	47
Fri Dec 15 14:32:14 2017	1513344734	51	56	107	48
Fri Dec 15 14:32:48 2017	1513344768	51	55	107	47
Fri Dec 15 14:31:52 2017	1513344712	54	53	107	47
Fri Dec 15 14:32:18 2017	1513344738	52	55	107	48
Fri Dec 15 14:31:48 2017	1513344708	52	55	107	47
Fri Dec 15 14:32:57 2017	1513344777	47	60	107	45
Fri Dec 15 14:33:15 2017	1513344795	52	55	107	50
Fri Dec 15 14:32:05 2017	1513344725	51	56	107	51
Fri Dec 15 14:32:05 2017	1513344725	47	60	107	54
Fri Dec 15 14:32:02 2017	1513344722	52	55	107	48
Fri Dec 15 14:32:06 2017	1513344726	51	57	107	49
Fri Dec 15 14:31:56 2017	1513344716	53	54	107	48
Fri Dec 15 14:33:19 2017	1513344799	54	53	107	50
Fri Dec 15 14:33:02 2017	1513344782	53	55	107	48
Fri Dec 15 14:33:14 2017	1513344794	53	55	107	50
Fri Dec 15 14:33:23 2017	1513344803	55	53	108	47
Fri Dec 15 14:32:41 2017	1513344761	55	53	108	49
Fri Dec 15 14:32:51 2017	1513344771	49	59	108	53
Fri Dec 15 14:32:21 2017	1513344741	53	54	108	48
Fri Dec 15 14:33:00 2017	1513344780	47	61	108	50
Fri Dec 15 14:33:22 2017	1513344802	51	57	108	48
Fri Dec 15 14:32:49 2017	1513344769	47	61	108	47
Fri Dec 15 14:32:27 2017	1513344747	54	54	108	47
Fri Dec 15 14:32:46 2017	1513344766	54	53	108	50
Fri Dec 15 14:33:12 2017	1513344792	53	55	108	48
Fri Dec 15 14:32:46 2017	1513344766	47	61	108	61
Fri Dec 15 14:32:08 2017	1513344728	53	55	108	48
Fri Dec 15 14:32:06 2017	1513344726	50	58	108	52
Fri Dec 15 14:32:46 2017	1513344766	49	59	108	49
Fri Dec 15 14:32:34 2017	1513344754	50	59	108	53
Fri Dec 15 14:32:23 2017	1513344743	51	57	108	51
Fri Dec 15 14:33:26 2017	1513344806	49	59	108	48
Fri Dec 15 14:33:06 2017	1513344786	54	54	108	48
Fri Dec 15 14:32:40 2017	1513344760	50	58	108	52
Fri Dec 15 14:33:27 2017	1513344807	56	52	108	48
Fri Dec 15 14:32:47 2017	1513344767	54	55	108	50
Fri Dec 15 14:33:01 2017	1513344781	48	60	109	56
Fri Dec 15 14:32:51 2017	1513344771	55	54	109	49
Fri Dec 15 14:32:49 2017	1513344769	54	55	109	48
Fri Dec 15 14:32:47 2017	1513344767	50	59	109	48
Fri Dec 15 14:31:46 2017	1513344706	53	56	109	47
Fri Dec 15 14:32:17 2017	1513344737	47	62	109	57
Fri Dec 15 14:33:21 2017	1513344801	46	63	109	59
Fri Dec 15 14:32:38 2017	1513344758	56	53	109	47
Fri Dec 15 14:33:03 2017	1513344783	56	53	109	48
Fri Dec 15 14:32:35 2017	1513344755	46	63	109	60
Fri Dec 15 14:32:18 2017	1513344738	52	57	109	53
Fri Dec 15 14:32:43 2017	1513344763	47	62	109	56
Fri Dec 15 14:32:35 2017	1513344755	46	63	109	46
Fri Dec 15 14:32:04 2017	1513344724	54	56	109	48
Fri Dec 15 14:32:56 2017	1513344776	54	56	109	50
Fri Dec 15 14:33:03 2017	1513344783	53	57	110	48
Fri Dec 15 14:31:47 2017	1513344707	55	55	110	50
Fri Dec 15 14:32:30 2017	1513344750	55	54	110	49
Fri Dec 15 14:33:19 2017	1513344799	58	52	110	48
Fri Dec 15 14:32:00 2017	1513344720	60	50	110	45
Fri Dec 15 14:31:53 2017	1513344713	46	64	110	60
Fri Dec 15 14:32:07 2017	1513344727	52	58	110	54
Fri Dec 15 14:33:25 2017	1513344805	46	64	110	61
Fri Dec 15 14:32:25 2017	1513344745	54	56	110	47
Fri Dec 15 14:32:02 2017	1513344722	53	57	110	48
Fri Dec 15 14:32:01 2017	1513344721	57	53	110	48
Fri Dec 15 14:32:41 2017	1513344761	56	54	110	49
Fri Dec 15 14:33:23 2017	1513344803	49	61	110	56
Fri Dec 15 14:32:19 2017	1513344739	54	57	110	48
Fri Dec 15 14:32:38 2017	1513344758	54	57	110	49
Fri Dec 15 14:32:13 2017	1513344733	53	57	110	47
Fri Dec 15 14:32:15 2017	1513344735	52	58	111	56
Fri Dec 15 14:32:38 2017	1513344758	54	57	111	52
