starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 15 15:11:40 2017	1513347100	48	50	97	50
Fri Dec 15 15:12:22 2017	1513347142	50	47	97	47
Fri Dec 15 15:12:02 2017	1513347122	46	51	97	50
Fri Dec 15 15:12:26 2017	1513347146	51	46	97	46
Fri Dec 15 15:12:34 2017	1513347154	46	51	97	49
Fri Dec 15 15:11:39 2017	1513347099	48	49	97	48
Fri Dec 15 15:11:44 2017	1513347104	48	49	97	48
Fri Dec 15 15:12:53 2017	1513347173	47	50	97	50
Fri Dec 15 15:12:49 2017	1513347169	50	48	97	48
Fri Dec 15 15:12:16 2017	1513347136	49	48	97	48
Fri Dec 15 15:11:49 2017	1513347109	48	49	97	49
Fri Dec 15 15:12:40 2017	1513347160	49	49	97	49
Fri Dec 15 15:12:50 2017	1513347170	49	48	97	45
Fri Dec 15 15:12:03 2017	1513347123	46	52	97	51
Fri Dec 15 15:12:41 2017	1513347161	47	50	97	50
Fri Dec 15 15:12:07 2017	1513347127	48	49	97	49
Fri Dec 15 15:12:30 2017	1513347150	49	48	97	48
Fri Dec 15 15:11:42 2017	1513347102	47	50	97	50
Fri Dec 15 15:12:42 2017	1513347162	48	50	97	50
Fri Dec 15 15:12:45 2017	1513347165	47	51	97	51
Fri Dec 15 15:12:43 2017	1513347163	46	52	97	52
Fri Dec 15 15:13:10 2017	1513347190	47	51	97	50
Fri Dec 15 15:12:48 2017	1513347168	48	50	97	50
Fri Dec 15 15:12:11 2017	1513347131	48	49	98	48
Fri Dec 15 15:12:04 2017	1513347124	47	50	98	50
Fri Dec 15 15:11:38 2017	1513347098	49	49	98	49
Fri Dec 15 15:12:15 2017	1513347135	48	50	98	50
Fri Dec 15 15:11:49 2017	1513347109	47	51	98	48
Fri Dec 15 15:11:43 2017	1513347103	50	48	98	47
Fri Dec 15 15:11:41 2017	1513347101	47	51	98	51
Fri Dec 15 15:11:35 2017	1513347095	48	49	98	49
Fri Dec 15 15:12:32 2017	1513347152	47	50	98	49
Fri Dec 15 15:12:33 2017	1513347153	46	52	98	52
Fri Dec 15 15:11:40 2017	1513347100	47	51	98	49
Fri Dec 15 15:13:03 2017	1513347183	46	52	98	50
Fri Dec 15 15:12:09 2017	1513347129	48	50	98	50
Fri Dec 15 15:12:47 2017	1513347167	47	51	98	51
Fri Dec 15 15:12:39 2017	1513347159	50	48	98	47
Fri Dec 15 15:12:19 2017	1513347139	47	51	98	50
Fri Dec 15 15:12:12 2017	1513347132	48	50	98	49
Fri Dec 15 15:12:06 2017	1513347126	50	48	98	47
Fri Dec 15 15:12:36 2017	1513347156	48	50	98	48
Fri Dec 15 15:12:15 2017	1513347135	49	49	98	48
Fri Dec 15 15:12:40 2017	1513347160	47	51	98	49
Fri Dec 15 15:12:57 2017	1513347177	48	49	98	49
Fri Dec 15 15:11:50 2017	1513347110	51	47	98	47
Fri Dec 15 15:12:24 2017	1513347144	49	49	98	49
Fri Dec 15 15:12:30 2017	1513347150	46	51	98	50
Fri Dec 15 15:11:32 2017	1513347092	49	49	98	49
Fri Dec 15 15:12:19 2017	1513347139	50	48	98	48
Fri Dec 15 15:11:31 2017	1513347091	51	47	98	47
Fri Dec 15 15:13:03 2017	1513347183	46	52	98	52
Fri Dec 15 15:11:41 2017	1513347101	51	47	98	46
Fri Dec 15 15:11:53 2017	1513347113	49	49	98	49
Fri Dec 15 15:12:14 2017	1513347134	48	49	98	49
Fri Dec 15 15:11:47 2017	1513347107	49	49	98	49
Fri Dec 15 15:12:49 2017	1513347169	47	51	98	51
Fri Dec 15 15:11:43 2017	1513347103	46	52	98	50
Fri Dec 15 15:12:06 2017	1513347126	49	49	98	48
Fri Dec 15 15:12:08 2017	1513347128	49	49	98	49
Fri Dec 15 15:13:02 2017	1513347182	49	49	98	49
Fri Dec 15 15:12:37 2017	1513347157	47	51	98	51
Fri Dec 15 15:11:37 2017	1513347097	49	49	98	49
Fri Dec 15 15:11:30 2017	1513347090	48	50	98	50
Fri Dec 15 15:11:41 2017	1513347101	48	50	98	49
Fri Dec 15 15:12:58 2017	1513347178	46	52	98	52
Fri Dec 15 15:12:08 2017	1513347128	47	51	98	50
Fri Dec 15 15:11:35 2017	1513347095	47	52	98	51
Fri Dec 15 15:11:42 2017	1513347102	52	47	98	46
Fri Dec 15 15:11:41 2017	1513347101	49	49	98	49
Fri Dec 15 15:11:43 2017	1513347103	50	48	98	47
Fri Dec 15 15:11:43 2017	1513347103	49	49	98	49
Fri Dec 15 15:13:03 2017	1513347183	47	51	98	50
Fri Dec 15 15:12:31 2017	1513347151	48	50	98	50
Fri Dec 15 15:12:39 2017	1513347159	47	52	98	52
Fri Dec 15 15:12:03 2017	1513347123	47	51	98	51
Fri Dec 15 15:12:48 2017	1513347168	46	52	98	48
Fri Dec 15 15:12:54 2017	1513347174	45	53	98	53
Fri Dec 15 15:12:48 2017	1513347168	47	52	98	52
Fri Dec 15 15:11:33 2017	1513347093	47	52	98	49
Fri Dec 15 15:12:53 2017	1513347173	48	51	98	51
Fri Dec 15 15:11:49 2017	1513347109	46	52	98	52
Fri Dec 15 15:11:56 2017	1513347116	46	52	98	52
Fri Dec 15 15:11:45 2017	1513347105	49	50	98	49
Fri Dec 15 15:12:51 2017	1513347171	48	50	98	50
Fri Dec 15 15:12:08 2017	1513347128	50	48	98	47
Fri Dec 15 15:12:40 2017	1513347160	47	52	98	51
Fri Dec 15 15:12:00 2017	1513347120	47	51	98	49
Fri Dec 15 15:12:12 2017	1513347132	45	53	98	53
Fri Dec 15 15:11:30 2017	1513347090	47	51	98	51
Fri Dec 15 15:11:31 2017	1513347091	47	51	98	51
Fri Dec 15 15:12:51 2017	1513347171	49	49	98	48
Fri Dec 15 15:11:32 2017	1513347092	47	51	98	50
Fri Dec 15 15:12:33 2017	1513347153	48	51	98	51
Fri Dec 15 15:11:41 2017	1513347101	47	51	98	50
Fri Dec 15 15:11:36 2017	1513347096	48	50	98	49
Fri Dec 15 15:11:36 2017	1513347096	48	51	98	51
Fri Dec 15 15:12:49 2017	1513347169	46	53	98	53
Fri Dec 15 15:11:35 2017	1513347095	46	52	98	51
Fri Dec 15 15:12:36 2017	1513347156	50	48	98	48
Fri Dec 15 15:12:58 2017	1513347178	50	49	98	49
Fri Dec 15 15:12:51 2017	1513347171	49	49	98	49
Fri Dec 15 15:12:31 2017	1513347151	47	51	98	51
Fri Dec 15 15:12:23 2017	1513347143	48	50	98	48
Fri Dec 15 15:11:59 2017	1513347119	49	50	99	49
Fri Dec 15 15:12:11 2017	1513347131	47	52	99	49
Fri Dec 15 15:12:23 2017	1513347143	47	52	99	51
Fri Dec 15 15:12:15 2017	1513347135	50	48	99	48
Fri Dec 15 15:12:59 2017	1513347179	45	53	99	48
Fri Dec 15 15:11:44 2017	1513347104	51	48	99	48
Fri Dec 15 15:12:58 2017	1513347178	53	46	99	46
Fri Dec 15 15:12:16 2017	1513347136	49	49	99	49
Fri Dec 15 15:13:05 2017	1513347185	47	51	99	50
Fri Dec 15 15:12:35 2017	1513347155	50	49	99	49
Fri Dec 15 15:12:13 2017	1513347133	51	48	99	47
Fri Dec 15 15:13:01 2017	1513347181	46	53	99	53
Fri Dec 15 15:12:47 2017	1513347167	49	50	99	49
Fri Dec 15 15:12:05 2017	1513347125	47	51	99	50
Fri Dec 15 15:11:53 2017	1513347113	46	53	99	53
Fri Dec 15 15:11:49 2017	1513347109	51	47	99	46
Fri Dec 15 15:12:30 2017	1513347150	50	49	99	48
Fri Dec 15 15:12:16 2017	1513347136	48	51	99	49
Fri Dec 15 15:12:33 2017	1513347153	52	47	99	47
Fri Dec 15 15:13:10 2017	1513347190	48	51	99	51
Fri Dec 15 15:12:59 2017	1513347179	45	54	99	52
Fri Dec 15 15:13:10 2017	1513347190	51	48	99	47
Fri Dec 15 15:12:37 2017	1513347157	49	50	99	50
Fri Dec 15 15:13:06 2017	1513347186	53	46	99	45
Fri Dec 15 15:12:03 2017	1513347123	48	51	99	51
Fri Dec 15 15:12:36 2017	1513347156	49	50	99	50
Fri Dec 15 15:12:08 2017	1513347128	48	51	99	49
Fri Dec 15 15:11:30 2017	1513347090	49	50	99	49
Fri Dec 15 15:12:40 2017	1513347160	46	53	99	53
Fri Dec 15 15:11:35 2017	1513347095	50	49	99	49
Fri Dec 15 15:12:12 2017	1513347132	51	48	99	48
Fri Dec 15 15:12:04 2017	1513347124	48	51	99	48
Fri Dec 15 15:12:56 2017	1513347176	49	50	99	49
Fri Dec 15 15:11:48 2017	1513347108	50	49	99	47
Fri Dec 15 15:12:32 2017	1513347152	46	53	99	52
Fri Dec 15 15:11:59 2017	1513347119	47	52	99	52
Fri Dec 15 15:13:06 2017	1513347186	46	53	99	52
Fri Dec 15 15:12:48 2017	1513347168	50	50	99	50
Fri Dec 15 15:11:34 2017	1513347094	50	49	99	48
Fri Dec 15 15:12:42 2017	1513347162	49	50	99	48
Fri Dec 15 15:12:33 2017	1513347153	52	47	99	46
Fri Dec 15 15:12:37 2017	1513347157	46	53	99	53
Fri Dec 15 15:13:04 2017	1513347184	51	48	99	47
Fri Dec 15 15:12:11 2017	1513347131	46	53	99	50
Fri Dec 15 15:12:54 2017	1513347174	50	49	99	49
Fri Dec 15 15:12:58 2017	1513347178	45	54	99	54
Fri Dec 15 15:12:46 2017	1513347166	48	52	99	52
Fri Dec 15 15:11:42 2017	1513347102	47	52	99	49
Fri Dec 15 15:11:37 2017	1513347097	47	52	99	51
Fri Dec 15 15:11:51 2017	1513347111	52	48	99	47
Fri Dec 15 15:12:14 2017	1513347134	46	53	99	52
Fri Dec 15 15:12:58 2017	1513347178	49	51	99	51
Fri Dec 15 15:12:14 2017	1513347134	50	50	99	50
Fri Dec 15 15:11:55 2017	1513347115	46	53	99	52
Fri Dec 15 15:11:50 2017	1513347110	51	49	99	49
Fri Dec 15 15:13:05 2017	1513347185	46	54	99	54
Fri Dec 15 15:12:40 2017	1513347160	50	49	99	49
Fri Dec 15 15:12:09 2017	1513347129	52	47	99	47
Fri Dec 15 15:13:04 2017	1513347184	52	48	99	47
Fri Dec 15 15:11:56 2017	1513347116	51	48	100	48
Fri Dec 15 15:13:05 2017	1513347185	51	49	100	48
Fri Dec 15 15:13:08 2017	1513347188	51	49	100	48
Fri Dec 15 15:11:53 2017	1513347113	46	54	100	52
Fri Dec 15 15:13:09 2017	1513347189	49	51	100	51
Fri Dec 15 15:11:32 2017	1513347092	47	52	100	52
Fri Dec 15 15:12:41 2017	1513347161	44	55	100	55
Fri Dec 15 15:11:58 2017	1513347118	51	49	100	48
Fri Dec 15 15:11:51 2017	1513347111	49	51	100	48
Fri Dec 15 15:12:31 2017	1513347151	47	53	100	53
Fri Dec 15 15:12:35 2017	1513347155	49	50	100	50
Fri Dec 15 15:12:35 2017	1513347155	47	53	100	52
Fri Dec 15 15:12:43 2017	1513347163	50	49	100	48
Fri Dec 15 15:12:13 2017	1513347133	47	53	100	51
Fri Dec 15 15:13:07 2017	1513347187	48	51	100	51
Fri Dec 15 15:12:40 2017	1513347160	49	51	100	50
Fri Dec 15 15:11:50 2017	1513347110	44	55	100	55
Fri Dec 15 15:12:26 2017	1513347146	48	52	100	50
Fri Dec 15 15:12:12 2017	1513347132	49	51	100	50
Fri Dec 15 15:11:56 2017	1513347116	49	51	100	50
Fri Dec 15 15:13:03 2017	1513347183	51	49	100	48
Fri Dec 15 15:11:34 2017	1513347094	51	49	100	48
Fri Dec 15 15:12:02 2017	1513347122	52	47	100	47
Fri Dec 15 15:12:10 2017	1513347130	52	48	100	48
Fri Dec 15 15:12:31 2017	1513347151	49	51	100	51
Fri Dec 15 15:12:46 2017	1513347166	51	49	100	49
Fri Dec 15 15:11:52 2017	1513347112	49	51	100	51
Fri Dec 15 15:11:35 2017	1513347095	47	53	100	53
Fri Dec 15 15:12:36 2017	1513347156	47	53	100	53
Fri Dec 15 15:12:22 2017	1513347142	50	49	100	49
Fri Dec 15 15:11:33 2017	1513347093	45	55	100	55
Fri Dec 15 15:12:51 2017	1513347171	47	53	100	52
Fri Dec 15 15:12:52 2017	1513347172	50	49	100	48
Fri Dec 15 15:11:48 2017	1513347108	49	51	100	51
Fri Dec 15 15:11:30 2017	1513347090	50	50	100	50
Fri Dec 15 15:12:12 2017	1513347132	49	51	100	51
Fri Dec 15 15:12:52 2017	1513347172	53	47	100	46
Fri Dec 15 15:12:01 2017	1513347121	50	50	100	49
Fri Dec 15 15:11:46 2017	1513347106	50	50	100	48
Fri Dec 15 15:11:51 2017	1513347111	51	49	100	49
Fri Dec 15 15:12:01 2017	1513347121	47	53	100	48
Fri Dec 15 15:12:39 2017	1513347159	49	51	100	46
Fri Dec 15 15:12:36 2017	1513347156	48	53	100	48
Fri Dec 15 15:12:56 2017	1513347176	51	49	100	48
Fri Dec 15 15:12:09 2017	1513347129	54	46	100	45
Fri Dec 15 15:11:39 2017	1513347099	50	50	100	50
Fri Dec 15 15:11:42 2017	1513347102	47	53	100	53
Fri Dec 15 15:13:07 2017	1513347187	49	51	100	51
Fri Dec 15 15:13:04 2017	1513347184	48	53	100	49
Fri Dec 15 15:12:39 2017	1513347159	45	55	100	55
Fri Dec 15 15:12:15 2017	1513347135	50	50	100	50
Fri Dec 15 15:12:32 2017	1513347152	48	52	100	52
Fri Dec 15 15:11:51 2017	1513347111	49	52	100	52
Fri Dec 15 15:11:48 2017	1513347108	48	52	100	52
Fri Dec 15 15:12:47 2017	1513347167	51	50	100	49
Fri Dec 15 15:11:42 2017	1513347102	48	52	100	52
Fri Dec 15 15:12:58 2017	1513347178	48	52	100	51
Fri Dec 15 15:12:13 2017	1513347133	45	55	100	55
Fri Dec 15 15:12:47 2017	1513347167	49	51	100	51
Fri Dec 15 15:12:51 2017	1513347171	49	51	100	50
Fri Dec 15 15:11:33 2017	1513347093	50	50	100	50
Fri Dec 15 15:12:53 2017	1513347173	48	52	100	51
Fri Dec 15 15:12:37 2017	1513347157	46	54	100	51
Fri Dec 15 15:13:00 2017	1513347180	49	52	100	52
Fri Dec 15 15:12:57 2017	1513347177	48	52	100	52
Fri Dec 15 15:12:20 2017	1513347140	48	53	100	53
Fri Dec 15 15:11:49 2017	1513347109	51	49	100	49
Fri Dec 15 15:12:05 2017	1513347125	48	53	100	53
Fri Dec 15 15:12:28 2017	1513347148	48	53	100	53
Fri Dec 15 15:13:04 2017	1513347184	52	49	100	49
Fri Dec 15 15:13:10 2017	1513347190	49	52	100	51
Fri Dec 15 15:12:39 2017	1513347159	47	54	100	54
Fri Dec 15 15:13:09 2017	1513347189	48	53	100	52
Fri Dec 15 15:12:27 2017	1513347147	52	48	101	47
Fri Dec 15 15:12:24 2017	1513347144	50	51	101	49
Fri Dec 15 15:13:02 2017	1513347182	46	54	101	54
Fri Dec 15 15:12:50 2017	1513347170	49	52	101	52
Fri Dec 15 15:12:10 2017	1513347130	48	52	101	52
Fri Dec 15 15:13:03 2017	1513347183	51	50	101	49
Fri Dec 15 15:11:38 2017	1513347098	50	50	101	50
Fri Dec 15 15:12:57 2017	1513347177	48	53	101	52
Fri Dec 15 15:11:46 2017	1513347106	53	48	101	47
Fri Dec 15 15:11:49 2017	1513347109	49	52	101	51
Fri Dec 15 15:11:31 2017	1513347091	48	53	101	52
Fri Dec 15 15:12:46 2017	1513347166	45	56	101	54
Fri Dec 15 15:12:55 2017	1513347175	52	48	101	48
Fri Dec 15 15:13:08 2017	1513347188	53	48	101	48
Fri Dec 15 15:11:51 2017	1513347111	50	51	101	51
Fri Dec 15 15:13:00 2017	1513347180	50	51	101	51
Fri Dec 15 15:12:31 2017	1513347151	52	49	101	48
Fri Dec 15 15:11:33 2017	1513347093	50	51	101	51
Fri Dec 15 15:13:00 2017	1513347180	49	52	101	52
Fri Dec 15 15:11:45 2017	1513347105	53	48	101	48
Fri Dec 15 15:12:23 2017	1513347143	53	48	101	48
Fri Dec 15 15:12:05 2017	1513347125	47	54	101	48
Fri Dec 15 15:13:00 2017	1513347180	48	53	101	53
Fri Dec 15 15:13:10 2017	1513347190	49	52	101	52
Fri Dec 15 15:12:24 2017	1513347144	44	57	101	57
Fri Dec 15 15:12:17 2017	1513347137	49	52	101	52
Fri Dec 15 15:12:40 2017	1513347160	50	51	101	51
Fri Dec 15 15:12:20 2017	1513347140	48	53	101	52
Fri Dec 15 15:11:35 2017	1513347095	48	53	101	53
Fri Dec 15 15:12:58 2017	1513347178	48	54	101	53
Fri Dec 15 15:11:58 2017	1513347118	49	52	101	52
Fri Dec 15 15:11:57 2017	1513347117	47	54	101	49
Fri Dec 15 15:12:41 2017	1513347161	46	55	101	53
Fri Dec 15 15:13:00 2017	1513347180	49	53	101	52
Fri Dec 15 15:12:59 2017	1513347179	46	55	101	48
Fri Dec 15 15:12:44 2017	1513347164	52	50	101	48
Fri Dec 15 15:12:40 2017	1513347160	48	54	101	52
Fri Dec 15 15:11:53 2017	1513347113	48	53	101	53
Fri Dec 15 15:12:17 2017	1513347137	55	46	101	46
Fri Dec 15 15:13:01 2017	1513347181	48	53	101	53
Fri Dec 15 15:12:18 2017	1513347138	49	53	101	53
Fri Dec 15 15:12:37 2017	1513347157	51	50	101	50
Fri Dec 15 15:12:20 2017	1513347140	47	54	101	51
Fri Dec 15 15:12:55 2017	1513347175	50	51	101	50
Fri Dec 15 15:12:49 2017	1513347169	52	49	101	48
Fri Dec 15 15:12:09 2017	1513347129	48	53	101	53
Fri Dec 15 15:11:59 2017	1513347119	49	53	101	50
Fri Dec 15 15:12:22 2017	1513347142	52	50	101	49
Fri Dec 15 15:11:57 2017	1513347117	48	54	101	53
Fri Dec 15 15:12:34 2017	1513347154	48	54	101	53
Fri Dec 15 15:11:54 2017	1513347114	55	47	101	46
Fri Dec 15 15:11:57 2017	1513347117	48	53	101	53
Fri Dec 15 15:12:38 2017	1513347158	47	55	102	53
Fri Dec 15 15:12:43 2017	1513347163	50	51	102	49
Fri Dec 15 15:12:02 2017	1513347122	50	51	102	51
Fri Dec 15 15:11:53 2017	1513347113	50	52	102	52
Fri Dec 15 15:13:10 2017	1513347190	47	54	102	54
Fri Dec 15 15:12:25 2017	1513347145	47	54	102	54
Fri Dec 15 15:12:38 2017	1513347158	52	50	102	50
Fri Dec 15 15:12:34 2017	1513347154	48	53	102	47
Fri Dec 15 15:12:49 2017	1513347169	53	49	102	49
Fri Dec 15 15:12:42 2017	1513347162	54	48	102	47
Fri Dec 15 15:11:47 2017	1513347107	47	55	102	49
Fri Dec 15 15:12:13 2017	1513347133	52	50	102	50
Fri Dec 15 15:12:05 2017	1513347125	49	53	102	51
Fri Dec 15 15:12:00 2017	1513347120	53	49	102	48
Fri Dec 15 15:12:12 2017	1513347132	53	49	102	48
Fri Dec 15 15:12:24 2017	1513347144	54	48	102	47
Fri Dec 15 15:12:42 2017	1513347162	47	55	102	53
Fri Dec 15 15:12:06 2017	1513347126	52	50	102	50
Fri Dec 15 15:12:21 2017	1513347141	54	48	102	47
Fri Dec 15 15:12:09 2017	1513347129	49	53	102	53
Fri Dec 15 15:12:57 2017	1513347177	46	56	102	56
Fri Dec 15 15:11:43 2017	1513347103	47	55	102	54
Fri Dec 15 15:11:39 2017	1513347099	46	56	102	55
Fri Dec 15 15:11:37 2017	1513347097	53	49	102	48
Fri Dec 15 15:12:36 2017	1513347156	50	52	102	52
Fri Dec 15 15:13:09 2017	1513347189	49	53	102	52
Fri Dec 15 15:12:42 2017	1513347162	49	53	102	53
Fri Dec 15 15:12:46 2017	1513347166	50	52	102	52
Fri Dec 15 15:12:42 2017	1513347162	49	53	102	53
Fri Dec 15 15:12:38 2017	1513347158	49	53	102	52
Fri Dec 15 15:12:57 2017	1513347177	47	55	102	54
Fri Dec 15 15:11:55 2017	1513347115	52	51	102	50
Fri Dec 15 15:12:02 2017	1513347122	49	53	102	53
Fri Dec 15 15:13:06 2017	1513347186	54	49	102	48
Fri Dec 15 15:11:33 2017	1513347093	51	51	102	49
Fri Dec 15 15:11:49 2017	1513347109	51	51	102	49
Fri Dec 15 15:13:07 2017	1513347187	47	56	102	56
Fri Dec 15 15:12:22 2017	1513347142	46	56	102	56
Fri Dec 15 15:12:07 2017	1513347127	50	52	102	52
Fri Dec 15 15:11:50 2017	1513347110	48	55	102	55
Fri Dec 15 15:12:51 2017	1513347171	51	51	102	49
Fri Dec 15 15:12:45 2017	1513347165	51	52	102	47
Fri Dec 15 15:11:46 2017	1513347106	53	50	102	50
Fri Dec 15 15:12:55 2017	1513347175	54	49	102	48
Fri Dec 15 15:12:46 2017	1513347166	49	54	103	54
Fri Dec 15 15:12:08 2017	1513347128	50	52	103	52
Fri Dec 15 15:12:52 2017	1513347172	50	52	103	51
Fri Dec 15 15:12:09 2017	1513347129	50	53	103	53
Fri Dec 15 15:12:44 2017	1513347164	55	48	103	45
Fri Dec 15 15:13:05 2017	1513347185	49	54	103	54
Fri Dec 15 15:12:01 2017	1513347121	47	56	103	55
Fri Dec 15 15:13:08 2017	1513347188	51	52	103	52
Fri Dec 15 15:13:07 2017	1513347187	48	55	103	55
Fri Dec 15 15:11:43 2017	1513347103	50	53	103	52
Fri Dec 15 15:11:38 2017	1513347098	54	49	103	48
Fri Dec 15 15:13:03 2017	1513347183	54	49	103	48
Fri Dec 15 15:12:09 2017	1513347129	48	55	103	55
Fri Dec 15 15:12:47 2017	1513347167	50	53	103	51
Fri Dec 15 15:12:51 2017	1513347171	50	52	103	50
Fri Dec 15 15:13:08 2017	1513347188	51	52	103	52
Fri Dec 15 15:11:36 2017	1513347096	48	55	103	54
Fri Dec 15 15:11:55 2017	1513347115	51	52	103	52
Fri Dec 15 15:11:56 2017	1513347116	47	56	103	56
Fri Dec 15 15:11:47 2017	1513347107	56	47	103	46
Fri Dec 15 15:12:09 2017	1513347129	48	56	103	55
Fri Dec 15 15:12:48 2017	1513347168	46	57	103	56
Fri Dec 15 15:13:08 2017	1513347188	57	46	103	46
Fri Dec 15 15:12:22 2017	1513347142	49	55	103	55
Fri Dec 15 15:11:32 2017	1513347092	53	51	103	49
Fri Dec 15 15:12:43 2017	1513347163	52	52	103	51
Fri Dec 15 15:12:49 2017	1513347169	54	50	103	49
Fri Dec 15 15:12:37 2017	1513347157	50	54	104	52
Fri Dec 15 15:13:07 2017	1513347187	53	50	104	49
Fri Dec 15 15:12:59 2017	1513347179	49	55	104	53
Fri Dec 15 15:11:37 2017	1513347097	52	52	104	52
Fri Dec 15 15:11:29 2017	1513347089	47	56	104	56
Fri Dec 15 15:12:33 2017	1513347153	51	53	104	53
Fri Dec 15 15:12:31 2017	1513347151	51	52	104	52
Fri Dec 15 15:11:59 2017	1513347119	49	54	104	54
Fri Dec 15 15:12:41 2017	1513347161	51	52	104	50
Fri Dec 15 15:12:57 2017	1513347177	52	52	104	52
Fri Dec 15 15:12:41 2017	1513347161	53	51	104	51
Fri Dec 15 15:12:55 2017	1513347175	51	53	104	51
Fri Dec 15 15:12:41 2017	1513347161	56	48	104	48
Fri Dec 15 15:12:53 2017	1513347173	47	57	104	57
Fri Dec 15 15:12:36 2017	1513347156	49	55	104	55
Fri Dec 15 15:11:49 2017	1513347109	53	51	104	51
Fri Dec 15 15:12:32 2017	1513347152	46	58	104	58
Fri Dec 15 15:11:48 2017	1513347108	53	51	104	51
Fri Dec 15 15:11:59 2017	1513347119	48	56	104	56
Fri Dec 15 15:11:46 2017	1513347106	47	57	104	56
Fri Dec 15 15:12:14 2017	1513347134	51	53	104	53
Fri Dec 15 15:11:32 2017	1513347092	50	54	104	54
Fri Dec 15 15:12:15 2017	1513347135	44	60	104	59
Fri Dec 15 15:13:04 2017	1513347184	53	51	104	51
Fri Dec 15 15:11:39 2017	1513347099	47	57	104	56
Fri Dec 15 15:11:59 2017	1513347119	52	52	104	52
Fri Dec 15 15:11:40 2017	1513347100	52	53	104	53
Fri Dec 15 15:13:05 2017	1513347185	49	56	104	56
Fri Dec 15 15:11:39 2017	1513347099	51	53	104	53
Fri Dec 15 15:13:05 2017	1513347185	50	54	104	54
Fri Dec 15 15:12:54 2017	1513347174	47	58	105	58
Fri Dec 15 15:12:00 2017	1513347120	53	51	105	51
Fri Dec 15 15:12:38 2017	1513347158	46	59	105	57
Fri Dec 15 15:12:04 2017	1513347124	55	49	105	49
Fri Dec 15 15:12:17 2017	1513347137	54	51	105	49
Fri Dec 15 15:11:36 2017	1513347096	55	50	105	49
Fri Dec 15 15:11:31 2017	1513347091	47	58	105	58
Fri Dec 15 15:12:07 2017	1513347127	55	50	105	50
Fri Dec 15 15:12:39 2017	1513347159	51	54	105	54
Fri Dec 15 15:13:03 2017	1513347183	52	53	105	53
Fri Dec 15 15:12:53 2017	1513347173	54	51	105	51
Fri Dec 15 15:13:04 2017	1513347184	53	52	105	52
Fri Dec 15 15:11:55 2017	1513347115	48	57	105	55
Fri Dec 15 15:13:07 2017	1513347187	56	49	105	48
Fri Dec 15 15:12:42 2017	1513347162	58	47	105	47
Fri Dec 15 15:12:13 2017	1513347133	48	57	105	56
Fri Dec 15 15:11:52 2017	1513347112	52	53	105	50
Fri Dec 15 15:12:38 2017	1513347158	52	54	105	52
Fri Dec 15 15:12:55 2017	1513347175	47	59	105	59
Fri Dec 15 15:12:17 2017	1513347137	45	60	105	59
Fri Dec 15 15:13:00 2017	1513347180	52	54	105	53
Fri Dec 15 15:12:07 2017	1513347127	48	57	105	54
Fri Dec 15 15:11:57 2017	1513347117	52	54	106	54
Fri Dec 15 15:11:55 2017	1513347115	54	52	106	52
Fri Dec 15 15:12:01 2017	1513347121	47	59	106	59
Fri Dec 15 15:11:34 2017	1513347094	57	49	106	49
Fri Dec 15 15:11:50 2017	1513347110	51	56	106	56
Fri Dec 15 15:12:55 2017	1513347175	51	55	106	55
Fri Dec 15 15:12:48 2017	1513347168	48	58	106	57
Fri Dec 15 15:12:54 2017	1513347174	56	50	106	49
Fri Dec 15 15:12:20 2017	1513347140	53	54	107	53
Fri Dec 15 15:11:29 2017	1513347089	54	53	107	52
Fri Dec 15 15:12:44 2017	1513347164	54	53	107	53
Fri Dec 15 15:13:07 2017	1513347187	52	55	107	55
Fri Dec 15 15:11:50 2017	1513347110	57	50	107	49
Fri Dec 15 15:11:55 2017	1513347115	50	57	107	57
Fri Dec 15 15:11:32 2017	1513347092	48	59	107	59
Fri Dec 15 15:11:50 2017	1513347110	52	55	108	55
Fri Dec 15 15:12:18 2017	1513347138	46	61	108	61
Fri Dec 15 15:13:09 2017	1513347189	55	53	108	53
Fri Dec 15 15:12:54 2017	1513347174	53	55	108	55
Fri Dec 15 15:13:02 2017	1513347182	53	55	108	53
Fri Dec 15 15:12:14 2017	1513347134	47	61	108	61
Fri Dec 15 15:11:32 2017	1513347092	47	61	108	60
Fri Dec 15 15:12:04 2017	1513347124	51	57	108	57
Fri Dec 15 15:12:05 2017	1513347125	47	61	108	61
Fri Dec 15 15:12:16 2017	1513347136	48	60	108	60
Fri Dec 15 15:12:10 2017	1513347130	46	62	109	57
Fri Dec 15 15:13:04 2017	1513347184	59	50	109	48
Fri Dec 15 15:11:38 2017	1513347098	59	50	109	50
Fri Dec 15 15:11:34 2017	1513347094	55	53	109	53
Fri Dec 15 15:12:01 2017	1513347121	52	57	109	57
Fri Dec 15 15:12:13 2017	1513347133	53	56	109	56
Fri Dec 15 15:12:10 2017	1513347130	53	57	110	51
Fri Dec 15 15:12:35 2017	1513347155	45	65	110	65
Fri Dec 15 15:11:31 2017	1513347091	61	49	110	49
Fri Dec 15 15:12:54 2017	1513347174	51	59	110	59
Fri Dec 15 15:12:10 2017	1513347130	60	50	110	50
Fri Dec 15 15:12:55 2017	1513347175	54	56	110	56
Fri Dec 15 15:11:44 2017	1513347104	44	66	110	65
Fri Dec 15 15:12:14 2017	1513347134	64	46	110	45
